,Id,Id2,Total; Estimate; Workers 16 years and over,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Drove alone","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 2-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 3-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 4-or-more person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Workers per car, truck, or van",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Public transportation (excluding taxicab),Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Walked,Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Bicycle,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Taxicab, motorcycle, or other means",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Worked at home,Total; Estimate; PLACE OF WORK - Worked in state of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked in county of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked outside county of residence,Total; Estimate; PLACE OF WORK - Worked outside state of residence,Total; Estimate; Living in a place,Total; Estimate; Living in a place - Worked in place of residence,Total; Estimate; Living in a place - Worked outside place of residence,Total; Estimate; Not living in a place,Total; Estimate; Living in 12 selected states,Total; Estimate; Living in 12 selected states - Worked in minor civil division of residence,Total; Estimate; Living in 12 selected states - Worked outside minor civil division of residence,Total; Estimate; Not living in 12 selected states,Total; Estimate; Workers 16 years and over who did not work at home,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.,Total; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes,Total; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes,Total; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes,Total; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes,Total; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes,Total; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes,Total; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes,Total; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes,Total; Estimate; TRAVEL TIME TO WORK - 60 or more minutes,Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available,Total; Estimate; PERCENT IMPUTED - Means of transportation to work,Total; Estimate; PERCENT IMPUTED - Private vehicle occupancy,Total; Estimate; PERCENT IMPUTED - Place of work,Total; Estimate; PERCENT IMPUTED - Time leaving home to go to work,Total; Estimate; PERCENT IMPUTED - Travel time to work,Total; Estimate; PERCENT IMPUTED - Vehicles available,County,Jurisdiction
46,0600000US0601991570,601991570,1178,78.1,68.8,9.3,7.0,2.0,0.3,1.07,0.0,11.5,0.0,0.0,10.4,100.0,70.9,29.1,0.0,31.2,1.9,29.3,68.8,0.0,0.0,0.0,100.0,1055,6.4,10.4,1.2,22.9,10.6,16.2,10.0,6.2,1.1,15.0,27.4,12.7,9.2,11.5,6.3,16.6,5.5,6.4,4.5,22.2,1178,2.6,15.9,35.4,46.1,3.1,2.4,2.6,4.0,3.9,0.0,Fresno,Laton
47,0600000US0601991950,601991950,3890,86.7,44.7,42.0,12.8,5.7,23.5,1.5,1.3,4.6,0.0,5.8,1.6,100.0,92.1,7.9,0.0,90.9,23.2,67.7,9.1,0.0,0.0,0.0,100.0,3828,13.0,15.1,5.3,14.7,19.6,12.7,3.9,4.6,0.5,10.5,15.8,8.6,17.9,14.7,2.1,13.7,3.3,7.4,16.4,28.3,3791,9.9,33.7,29.5,26.9,9.0,8.0,16.0,13.2,11.3,1.0,Fresno,Mendota
48,0600000US0601992270,601992270,3046,84.2,66.5,17.7,8.8,2.9,6.0,1.15,0.0,3.8,0.0,8.6,3.3,99.6,69.7,30.0,0.4,86.5,16.7,69.8,13.5,0.0,0.0,0.0,100.0,2945,6.6,18.2,5.4,9.2,3.4,12.7,9.0,7.2,0.3,28.0,14.5,12.9,9.1,16.9,2.4,14.2,11.9,13.3,4.7,25.9,3046,6.4,18.8,41.1,33.7,7.7,7.7,9.5,11.9,10.5,0.0,Fresno,Orange Cove
49,0600000US0601992390,601992390,6577,82.7,66.6,16.1,6.3,2.7,7.1,1.15,0.2,3.4,0.7,8.3,4.7,99.7,86.5,13.2,0.3,81.1,14.0,67.1,18.9,0.0,0.0,0.0,100.0,6265,11.8,16.3,6.6,10.2,6.7,9.5,5.1,7.9,1.4,24.5,16.3,12.4,16.7,11.8,6.0,20.1,6.2,4.8,5.7,23.0,6556,6.9,20.1,40.6,32.5,9.5,9.8,12.5,13.0,15.4,0.9,Fresno,Parlier-Del Rey
50,0600000US0601992600,601992600,10860,89.1,75.1,13.9,7.0,2.2,4.8,1.11,0.7,2.1,0.6,4.8,2.7,99.3,79.6,19.7,0.7,86.0,26.4,59.7,14.0,0.0,0.0,0.0,100.0,10568,8.6,11.3,6.7,13.9,9.3,13.4,12.0,6.0,3.1,15.8,20.2,17.3,16.2,7.7,2.3,16.9,6.1,7.0,6.3,22.8,10833,3.2,19.2,42.6,35.1,4.9,7.3,8.5,10.7,9.5,0.3,Fresno,Reedley
51,0600000US0601992630,601992630,1819,83.8,77.7,6.1,3.6,1.5,1.0,1.04,0.1,6.0,0.2,5.7,4.2,100.0,68.1,31.9,0.0,62.9,15.5,47.4,37.1,0.0,0.0,0.0,100.0,1742,10.5,9.4,8.6,23.6,8.5,10.8,7.3,5.7,1.0,14.6,17.4,11.4,12.5,13.1,9.2,17.9,5.6,11.8,1.1,23.3,1806,2.3,12.7,40.9,44.0,5.2,5.8,12.0,8.5,7.6,2.8,Fresno,Riverdale
52,0600000US0601992800,601992800,13744,87.4,76.7,10.7,7.7,1.2,1.7,1.07,0.1,2.2,0.6,4.6,5.0,99.9,96.0,3.9,0.1,66.1,17.1,49.0,33.9,0.0,0.0,0.0,100.0,13053,6.8,5.8,8.0,10.4,10.4,15.0,10.2,10.8,3.1,19.5,13.0,8.2,14.2,17.2,10.5,21.5,7.1,5.0,3.4,24.2,13739,2.3,15.9,32.8,49.0,7.7,10.5,11.6,15.8,12.7,3.7,Fresno,Sanger
53,0600000US0601992820,601992820,1308,80.6,70.0,10.6,5.7,0.0,5.0,1.09,0.0,4.3,0.0,3.3,11.9,100.0,94.6,5.4,0.0,56.5,10.0,46.5,43.5,0.0,0.0,0.0,100.0,1153,6.8,19.7,9.7,13.4,3.1,9.1,9.2,5.4,0.0,23.7,18.9,18.0,6.5,16.8,12.9,17.2,2.7,4.6,2.3,19.7,1281,0.0,24.0,40.0,36.1,5.0,6.5,9.3,7.2,8.3,0.0,Fresno,San Joaquin-Tranquillity
54,0600000US0601992990,601992990,11818,86.1,69.6,16.5,10.4,2.4,3.7,1.13,0.1,1.9,0.2,7.3,4.5,99.7,89.1,10.6,0.3,76.4,17.8,58.6,23.6,0.0,0.0,0.0,100.0,11289,8.5,7.9,8.1,9.6,10.1,11.7,8.7,7.0,3.7,24.7,12.6,15.4,15.3,14.9,6.3,18.0,4.3,4.9,8.4,24.7,11789,5.2,20.6,43.6,30.6,6.9,8.7,8.6,12.7,12.5,1.0,Fresno,Selma
55,0600000US0601993010,601993010,7304,87.5,73.9,13.5,10.3,2.9,0.3,1.09,0.0,3.7,0.2,1.9,6.7,100.0,93.5,6.5,0.0,27.6,7.3,20.3,72.4,0.0,0.0,0.0,100.0,6814,3.3,3.8,5.1,16.5,14.2,18.7,7.0,14.5,2.3,14.5,17.3,3.9,7.6,8.0,4.6,13.7,16.4,14.5,14.1,32.6,7238,1.3,14.8,30.9,53.1,9.5,10.7,12.9,19.7,16.0,6.4,Fresno,Sierra
56,0600000US0602192280,602192280,6387,89.0,73.1,15.9,11.4,3.1,1.4,1.11,0.0,2.4,0.5,1.0,7.0,99.8,62.6,37.2,0.2,46.6,11.9,34.7,53.4,0.0,0.0,0.0,100.0,5937,5.6,6.5,6.3,10.4,13.6,10.6,15.6,6.2,6.1,19.2,16.0,17.1,12.4,14.0,6.7,17.3,6.1,4.3,6.1,23.2,6387,2.5,19.3,30.5,47.8,8.2,8.4,8.9,15.4,12.2,3.1,Glenn,Orland
57,0600000US0602193750,602193750,4016,84.9,74.5,10.5,9.8,0.3,0.4,1.07,0.0,6.1,0.6,0.3,8.0,99.9,80.9,19.0,0.1,60.7,32.5,28.2,39.3,0.0,0.0,0.0,100.0,3695,5.5,5.2,5.5,9.4,15.3,14.8,16.6,9.1,3.1,15.6,43.4,16.6,11.0,4.1,2.4,6.3,3.6,8.1,4.6,19.5,4015,4.1,21.1,37.2,37.6,9.9,7.7,9.4,18.1,11.2,2.0,Glenn,Willows
58,0600000US0602390100,602390100,10765,72.2,61.2,10.9,7.9,2.0,1.0,1.09,1.2,11.8,6.9,0.8,7.2,99.6,98.6,0.9,0.4,80.8,44.4,36.3,19.2,0.0,0.0,0.0,100.0,9993,3.2,0.3,2.4,3.6,4.9,8.5,17.3,12.0,11.6,36.4,26.2,24.8,16.9,14.9,4.0,7.1,1.1,2.2,2.9,16.7,10426,4.3,28.8,40.0,26.9,9.5,10.4,9.8,14.6,12.5,1.4,Humboldt,Arcata
59,0600000US0602390930,602390930,21705,86.7,76.0,10.7,8.6,1.0,1.1,1.07,1.0,4.5,1.3,2.0,4.4,99.3,97.7,1.6,0.7,92.2,39.7,52.5,7.8,0.0,0.0,0.0,100.0,20741,3.8,2.9,4.3,3.2,5.2,9.0,19.2,15.4,6.2,30.7,27.3,29.2,15.7,13.3,3.6,5.6,1.8,1.4,2.0,15.2,21547,4.3,27.1,41.3,27.3,9.1,10.2,9.6,16.4,12.5,0.6,Humboldt,Eureka
60,0600000US0602390980,602390980,1607,69.0,62.7,6.3,5.6,0.7,0.0,1.05,0.0,14.9,0.0,2.1,14.0,100.0,97.9,2.1,0.0,43.0,19.8,23.2,57.0,0.0,0.0,0.0,100.0,1382,3.0,2.5,2.2,9.8,2.7,8.7,16.8,19.1,9.3,25.8,41.1,15.0,13.5,9.3,4.3,11.1,2.1,2.2,1.4,14.3,1607,3.9,22.5,28.7,44.9,5.7,7.2,6.3,9.3,9.1,0.9,Humboldt,Ferndale
61,0600000US0602391050,602391050,6169,83.1,72.3,10.7,7.7,2.3,0.7,1.08,2.1,5.6,1.8,0.7,6.8,99.9,98.2,1.8,0.1,80.2,33.3,46.8,19.8,0.0,0.0,0.0,100.0,5749,7.3,3.2,4.1,6.7,9.8,12.0,17.6,8.8,5.8,24.6,23.9,18.1,11.2,12.9,7.3,12.2,5.7,3.5,5.1,21.0,6116,2.7,17.3,42.3,37.7,4.1,5.0,6.3,14.8,8.2,0.9,Humboldt,Fortuna
62,0600000US0602391100,602391100,5004,81.3,68.9,12.4,9.1,2.7,0.6,1.09,1.8,7.3,0.0,0.3,9.3,100.0,99.8,0.2,0.0,67.1,20.3,46.8,32.9,0.0,0.0,0.0,100.0,4541,4.9,1.6,2.1,5.2,2.4,12.5,11.2,13.3,15.9,31.0,21.6,18.5,12.1,12.0,2.4,11.6,4.8,5.9,11.2,24.0,4919,0.8,23.6,43.7,31.9,10.4,10.8,12.6,18.3,13.7,0.7,Humboldt,Garberville
63,0600000US0602392170,602392170,10708,88.8,79.4,9.4,7.2,1.4,0.8,1.06,1.4,2.3,0.3,0.6,6.6,99.1,97.2,1.9,0.9,90.0,21.9,68.1,10.0,0.0,0.0,0.0,100.0,10000,3.5,2.0,3.6,5.6,3.7,15.8,20.5,16.0,6.0,23.3,20.5,20.5,14.2,20.7,6.5,8.9,2.6,3.1,3.1,18.9,10704,1.6,16.5,50.0,31.9,6.7,7.3,9.1,15.7,12.4,0.8,Humboldt,North Coastal
64,0600000US0602393745,602393745,1785,87.4,75.2,12.2,8.5,0.3,3.4,1.09,0.5,1.7,0.0,0.2,10.2,100.0,95.3,4.7,0.0,33.3,15.6,17.7,66.7,0.0,0.0,0.0,100.0,1603,1.9,0.8,0.5,6.6,8.6,14.0,21.3,20.2,8.2,17.9,50.5,16.5,3.7,15.3,1.7,1.8,1.8,3.7,4.9,14.5,1782,0.8,23.8,40.4,34.9,15.9,15.7,13.9,19.8,17.0,4.2,Humboldt,Willow Creek-Hoopa Valley
65,0600000US0602590260,602590260,8793,89.8,78.8,11.0,6.6,1.5,2.8,1.08,1.5,2.4,0.9,2.5,3.0,100.0,98.5,1.5,0.0,95.6,45.0,50.6,4.4,0.0,0.0,0.0,100.0,8533,13.3,7.8,4.8,7.3,8.3,11.9,14.2,7.9,3.0,21.5,22.7,18.2,14.6,16.1,5.4,15.5,2.6,1.7,3.3,19.1,8783,3.4,19.7,45.5,31.5,4.6,5.0,6.2,12.6,6.5,1.0,Imperial,Brawley
66,0600000US0602590320,602590320,12190,86.5,74.2,12.3,6.6,2.4,3.2,1.09,2.7,2.1,0.5,3.0,5.2,94.1,88.7,5.4,5.9,98.8,39.0,59.8,1.2,0.0,0.0,0.0,100.0,11562,14.9,6.9,4.4,4.9,4.5,8.8,17.8,8.4,3.3,26.1,17.0,16.6,15.9,15.8,6.2,14.8,3.3,2.1,8.3,24.5,12185,3.8,16.7,35.4,44.0,5.9,6.9,7.2,10.2,9.1,1.3,Imperial,Calexico
67,0600000US0602590330,602590330,3029,81.5,73.8,7.7,4.3,2.6,0.8,1.06,1.1,4.0,0.0,5.0,8.4,97.6,95.7,1.9,2.4,85.8,25.4,60.4,14.2,0.0,0.0,0.0,100.0,2774,17.8,8.9,5.8,7.3,9.8,7.9,8.1,12.3,3.0,19.1,25.8,21.2,13.1,12.9,2.5,9.2,4.0,2.8,8.5,21.4,3027,2.3,22.8,32.2,42.6,3.2,4.0,4.7,12.4,9.4,0.0,Imperial,Calipatria-Westmorland
68,0600000US0602590790,602590790,149,50.3,29.5,20.8,8.1,0.0,12.8,1.36,7.4,42.3,0.0,0.0,0.0,92.6,79.9,12.8,7.4,47.7,19.5,28.2,52.3,0.0,0.0,0.0,100.0,149,28.2,8.1,4.0,0.0,20.1,0.0,0.0,7.4,0.0,32.2,22.8,36.2,12.8,7.4,0.0,8.1,0.0,0.0,12.8,,147,0.0,19.7,67.3,12.9,8.1,16.0,9.4,8.1,8.1,0.0,Imperial,East Imperial
69,0600000US0602590860,602590860,22570,90.7,79.1,11.5,7.6,1.6,2.4,1.08,0.8,2.1,0.6,0.9,4.9,98.6,94.9,3.7,1.4,87.0,42.1,44.9,13.0,0.0,0.0,0.0,100.0,21471,9.0,6.4,6.9,6.5,7.8,12.0,16.6,6.2,4.4,24.1,22.7,23.5,17.8,14.3,4.2,7.7,1.5,2.5,5.9,19.5,22287,2.2,17.7,42.3,37.8,4.9,5.8,7.1,14.2,9.2,0.5,Imperial,El Centro
70,0600000US0602591310,602591310,2989,94.5,87.2,7.3,6.5,0.0,0.8,1.04,1.6,1.4,0.0,0.0,2.5,98.6,97.5,1.1,1.4,69.4,22.3,47.1,30.6,0.0,0.0,0.0,100.0,2913,5.3,7.7,7.6,10.1,6.1,13.9,16.5,5.8,3.1,23.9,22.8,8.4,19.4,25.7,5.7,11.2,1.4,1.3,4.1,18.6,2981,1.4,21.0,29.8,47.8,4.4,5.1,6.8,10.8,8.7,1.5,Imperial,Holtville
71,0600000US0602591380,602591380,4695,96.2,90.7,5.5,5.5,0.0,0.0,1.03,0.3,0.3,0.5,0.0,2.7,100.0,98.4,1.6,0.0,79.1,18.6,60.5,20.9,0.0,0.0,0.0,100.0,4568,6.4,3.5,12.9,4.3,13.0,13.0,15.8,5.1,0.9,25.0,15.3,24.8,25.6,12.4,5.2,10.4,2.1,1.5,2.6,18.3,4670,1.0,15.0,49.0,35.0,3.1,4.0,7.1,13.7,7.9,0.4,Imperial,Imperial
72,0600000US0602593630,602593630,1521,88.8,70.9,17.9,12.5,2.4,3.1,1.13,0.0,3.5,0.1,0.5,7.0,100.0,36.4,63.6,0.0,92.0,12.6,79.4,8.0,0.0,0.0,0.0,100.0,1414,19.4,16.6,6.6,11.2,5.4,7.4,3.9,1.8,0.0,27.7,17.8,8.7,4.4,3.8,5.7,17.6,12.7,11.7,17.6,35.0,1519,3.4,20.3,34.0,42.4,12.2,13.8,13.7,19.1,16.1,4.2,Imperial,West Imperial
73,0600000US0602593760,602593760,654,89.6,69.0,20.6,19.9,0.0,0.8,1.14,0.0,4.4,0.0,2.4,3.5,60.6,59.8,0.8,39.4,8.4,1.2,7.2,91.6,0.0,0.0,0.0,100.0,631,10.0,9.4,3.2,5.7,4.1,13.6,25.7,3.3,6.2,18.9,28.7,23.6,13.2,11.7,1.9,7.1,4.1,0.0,9.7,18.7,653,1.7,45.6,25.9,26.8,4.4,3.9,6.3,14.4,8.2,0.0,Imperial,Winterhaven-Bard
74,0600000US0602790250,602790250,6046,84.6,75.6,9.1,3.9,2.0,3.1,1.07,0.6,3.8,5.3,1.2,4.4,99.5,89.1,10.4,0.5,85.2,27.4,57.8,14.8,0.0,0.0,0.0,100.0,5779,2.3,2.6,2.8,7.9,8.8,16.1,19.0,9.3,7.3,23.9,47.1,24.8,7.4,3.5,1.6,2.1,1.7,8.9,2.9,15.1,6023,4.3,21.8,39.7,34.2,5.7,7.5,8.8,15.3,10.5,0.3,Inyo,Bishop
75,0600000US0602790650,602790650,286,35.7,33.9,1.7,1.7,0.0,0.0,1.02,0.0,51.7,3.5,3.5,5.6,96.5,96.5,0.0,3.5,74.5,10.5,64.0,25.5,0.0,0.0,0.0,100.0,270,3.3,1.9,17.4,4.1,24.4,13.0,14.1,2.2,0.0,19.6,79.3,12.2,3.7,4.8,0.0,0.0,0.0,0.0,0.0,5.1,286,12.2,52.4,28.7,6.6,2.1,5.9,1.4,1.5,2.2,1.4,Inyo,Death Valley
76,0600000US0602791390,602791390,1180,84.0,70.3,13.6,11.6,0.7,1.4,1.1,0.9,5.6,0.7,0.8,8.0,99.8,96.3,3.6,0.2,88.4,20.0,68.4,11.6,0.0,0.0,0.0,100.0,1086,3.7,3.2,7.8,4.0,18.1,15.6,20.0,5.2,7.5,14.9,22.0,3.0,31.8,20.0,3.5,11.7,2.2,4.5,1.3,18.1,1163,0.4,18.8,37.1,43.6,6.5,8.3,10.3,14.4,12.8,0.0,Inyo,Independence
77,0600000US0602791720,602791720,1008,74.5,66.5,8.0,4.7,0.0,3.4,1.07,0.0,16.0,0.0,0.6,8.9,100.0,96.3,3.7,0.0,96.4,70.7,25.7,3.6,0.0,0.0,0.0,100.0,918,5.6,2.4,8.5,5.4,11.8,8.3,12.2,10.8,11.1,24.0,69.9,2.6,10.9,3.8,3.8,3.3,0.0,3.2,2.5,12.4,1008,9.2,27.9,35.8,27.1,5.2,2.4,2.3,6.5,4.6,6.8,Inyo,Lone Pine
78,0600000US0602990130,602990130,15795,91.1,61.1,30.0,14.5,4.5,11.0,1.26,0.4,1.6,0.0,4.3,2.7,99.7,98.4,1.3,0.3,90.4,24.7,65.7,9.6,0.0,0.0,0.0,100.0,15372,11.7,17.0,12.4,11.5,11.5,6.6,7.4,5.1,1.3,15.5,11.6,16.2,12.7,17.3,4.6,19.9,4.1,6.7,7.0,24.6,15785,2.4,21.0,38.2,38.4,6.3,8.0,8.0,8.9,9.6,0.5,Kern,Arvin-Lamont
79,0600000US0602990180,602990180,147256,91.3,77.2,14.1,9.5,2.2,2.5,1.1,1.6,1.9,0.5,1.8,2.9,99.7,96.7,2.9,0.3,75.7,47.2,28.5,24.3,0.0,0.0,0.0,100.0,142971,9.3,6.4,6.3,8.0,8.4,12.9,12.7,8.2,3.8,24.0,14.1,18.9,21.0,17.2,4.3,9.8,3.3,4.6,6.8,22.6,146939,3.2,22.8,41.5,32.5,6.0,7.5,7.6,18.0,11.5,0.9,Kern,Bakersfield
80,0600000US0602990300,602990300,1573,91.2,81.2,10.0,8.1,1.5,0.4,1.06,0.0,2.6,0.0,4.1,2.1,100.0,97.1,2.9,0.0,30.0,6.3,23.7,70.0,0.0,0.0,0.0,100.0,1540,12.1,15.2,4.8,6.9,10.5,15.3,4.2,4.7,1.6,24.7,22.1,13.4,12.1,9.2,7.8,18.3,8.1,4.6,4.3,24.3,1573,0.6,13.9,28.9,56.6,6.9,16.7,7.5,23.6,19.2,1.1,Kern,Buttonwillow
81,0600000US0602990655,602990655,20472,94.1,67.5,26.5,13.7,5.8,7.0,1.21,0.6,1.6,0.3,2.1,1.3,99.8,88.4,11.4,0.2,93.3,33.5,59.8,6.7,0.0,0.0,0.0,100.0,20208,9.6,12.0,12.6,18.4,10.4,8.1,4.6,5.4,1.2,17.6,17.9,17.4,17.7,12.6,2.8,16.6,5.0,4.5,5.6,22.0,20471,2.7,22.4,39.1,35.7,8.4,14.1,9.8,17.6,17.6,0.7,Kern,Delano-McFarland
82,0600000US0602990800,602990800,30814,92.1,77.2,14.9,9.9,3.1,1.8,1.1,0.3,2.0,0.9,1.3,3.4,99.4,78.4,21.1,0.6,92.2,45.2,47.0,7.8,0.0,0.0,0.0,100.0,29763,7.7,6.0,8.8,11.4,14.3,12.5,6.7,8.6,3.7,20.3,22.3,19.3,12.3,12.4,6.0,11.8,4.0,4.5,7.4,22.6,30151,1.9,19.2,39.6,39.3,5.1,6.2,6.7,10.7,6.1,1.3,Kern,East Kern
83,0600000US0602991160,602991160,20650,93.4,78.5,14.9,11.3,1.2,2.3,1.1,1.1,0.4,0.2,0.8,4.2,99.5,95.8,3.7,0.5,96.5,57.9,38.6,3.5,0.0,0.0,0.0,100.0,19779,12.9,6.8,7.8,8.7,7.6,11.3,13.5,5.8,2.6,22.9,7.7,14.1,20.7,21.1,9.4,12.1,4.0,4.4,6.4,24.7,20647,1.6,11.2,41.4,45.9,8.5,10.5,9.4,15.7,13.0,1.0,Kern,Greenfield-Panama
84,0600000US0602991520,602991520,4509,83.5,70.8,12.7,8.3,2.6,1.7,1.09,1.3,2.8,1.5,0.0,10.9,99.1,94.8,4.3,0.9,75.3,24.3,51.0,24.7,0.0,0.0,0.0,100.0,4016,7.3,2.2,7.7,11.5,7.4,16.0,8.9,11.2,5.6,22.3,17.6,12.3,14.5,13.1,1.2,14.5,1.5,8.6,16.6,29.4,4508,2.7,18.3,32.1,46.9,9.0,9.8,8.7,14.0,9.9,0.2,Kern,Lake Isabella
85,0600000US0602992650,602992650,31142,95.4,84.2,11.2,7.6,1.5,2.1,1.07,0.4,0.3,0.4,0.7,2.9,99.7,96.7,3.1,0.3,99.4,48.9,50.5,0.6,0.0,0.0,0.0,100.0,30239,5.2,5.3,7.7,8.4,11.0,16.9,16.4,8.0,3.3,17.8,10.2,15.8,22.6,19.7,6.1,10.8,4.6,3.9,6.2,23.8,31133,1.4,12.2,43.0,43.4,5.2,6.3,6.6,15.0,10.2,2.5,Kern,Rosedale
86,0600000US0602993000,602993000,6755,91.9,77.4,14.6,11.0,1.4,2.1,1.1,0.4,2.2,0.0,2.2,3.3,99.8,98.1,1.6,0.2,89.3,28.1,61.2,10.7,0.0,0.0,0.0,100.0,6533,11.2,11.9,10.8,11.4,12.2,8.0,9.0,6.5,1.9,17.3,19.3,11.0,13.5,16.9,8.0,18.5,1.9,6.5,4.5,22.2,6755,2.3,20.7,44.4,32.6,7.5,8.2,7.6,13.4,14.3,1.2,Kern,Shafter
87,0600000US0602993320,602993320,12157,89.4,77.1,12.3,7.2,1.1,4.0,1.09,0.2,5.3,0.3,1.5,3.3,99.0,86.3,12.7,1.0,83.4,20.1,63.3,16.6,0.0,0.0,0.0,100.0,11752,9.2,5.3,8.6,11.9,9.6,12.6,9.8,9.1,4.2,19.7,16.6,18.1,13.1,9.9,3.8,6.4,2.1,9.0,20.9,30.3,11774,2.0,17.2,41.9,39.0,8.4,6.9,13.3,14.0,11.6,0.6,Kern,Tehachapi
88,0600000US0602993570,602993570,8037,89.8,69.3,20.5,13.4,1.9,5.2,1.16,0.5,1.7,0.1,5.9,2.0,99.9,94.3,5.5,0.1,90.7,24.3,66.4,9.3,0.0,0.0,0.0,100.0,7878,11.4,15.9,13.5,17.2,6.7,9.1,5.7,3.7,1.8,15.1,16.7,11.1,11.0,17.4,3.4,19.3,6.1,9.8,5.2,24.9,8037,3.7,27.3,37.8,31.2,6.7,10.8,9.1,13.7,16.1,0.5,Kern,Wasco
89,0600000US0602993635,602993635,9926,93.0,73.7,19.3,10.4,3.5,5.4,1.15,0.5,3.2,0.5,0.8,2.0,99.9,84.8,15.1,0.1,91.8,19.5,72.3,8.2,0.0,0.0,0.0,100.0,9728,15.2,11.0,8.7,10.9,9.9,9.0,9.4,2.5,1.3,22.1,25.7,15.5,9.0,8.1,1.8,7.0,5.0,9.1,18.8,30.3,9883,5.8,17.8,34.8,41.6,5.5,7.7,8.4,11.4,11.3,1.8,Kern,West Kern
90,0600000US0603190170,603190170,3882,85.7,49.4,36.3,11.2,4.6,20.5,1.42,7.3,1.8,0.0,3.7,1.5,100.0,58.9,41.1,0.0,100.0,23.5,76.5,0.0,0.0,0.0,0.0,100.0,3825,19.7,26.4,5.9,8.1,6.5,6.0,5.2,1.8,0.0,20.5,12.7,3.4,13.4,7.6,4.4,19.2,5.6,14.4,19.5,32.1,3859,7.5,33.3,35.4,23.8,8.4,12.2,21.7,11.7,8.9,1.4,Kings,Avenal
91,0600000US0603190570,603190570,4425,92.3,77.3,15.1,8.7,3.7,2.7,1.11,0.8,2.5,1.0,1.2,2.1,100.0,67.3,32.7,0.0,89.4,38.8,50.6,10.6,0.0,0.0,0.0,100.0,4332,9.9,7.4,9.5,11.0,4.6,7.8,15.4,6.7,2.3,25.4,33.1,16.0,11.4,8.9,10.2,9.7,4.9,3.1,2.8,17.3,4380,2.0,19.3,42.2,36.5,10.0,13.7,11.3,25.9,25.4,0.8,Kings,Corcoran
