,Id,Id2,Total; Estimate; Workers 16 years and over,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Drove alone","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 2-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 3-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 4-or-more person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Workers per car, truck, or van",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Public transportation (excluding taxicab),Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Walked,Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Bicycle,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Taxicab, motorcycle, or other means",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Worked at home,Total; Estimate; PLACE OF WORK - Worked in state of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked in county of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked outside county of residence,Total; Estimate; PLACE OF WORK - Worked outside state of residence,Total; Estimate; Living in a place,Total; Estimate; Living in a place - Worked in place of residence,Total; Estimate; Living in a place - Worked outside place of residence,Total; Estimate; Not living in a place,Total; Estimate; Living in 12 selected states,Total; Estimate; Living in 12 selected states - Worked in minor civil division of residence,Total; Estimate; Living in 12 selected states - Worked outside minor civil division of residence,Total; Estimate; Not living in 12 selected states,Total; Estimate; Workers 16 years and over who did not work at home,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.,Total; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes,Total; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes,Total; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes,Total; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes,Total; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes,Total; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes,Total; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes,Total; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes,Total; Estimate; TRAVEL TIME TO WORK - 60 or more minutes,Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available,Total; Estimate; PERCENT IMPUTED - Means of transportation to work,Total; Estimate; PERCENT IMPUTED - Private vehicle occupancy,Total; Estimate; PERCENT IMPUTED - Place of work,Total; Estimate; PERCENT IMPUTED - Time leaving home to go to work,Total; Estimate; PERCENT IMPUTED - Travel time to work,Total; Estimate; PERCENT IMPUTED - Vehicles available,County,Jurisdiction
184,0600000US0605591515,605591515,788,81.7,71.1,10.7,7.2,1.3,2.2,1.08,0.3,9.5,0.0,1.3,7.2,99.7,82.5,17.3,0.3,3.2,0.0,3.2,96.8,0.0,0.0,0.0,100.0,731,6.0,5.5,6.0,10.9,8.5,25.7,8.5,14.6,4.0,10.3,18.6,2.5,2.6,6.4,1.1,23.1,16.4,14.9,14.4,35.2,785,0.0,15.4,40.4,44.2,4.3,7.6,7.2,6.8,6.7,0.8,Napa,Lake Berryessa
185,0600000US0605592070,605592070,54277,90.1,77.9,12.2,9.4,1.3,1.5,1.08,1.0,3.0,0.8,0.6,4.6,99.6,74.5,25.1,0.4,87.5,38.9,48.6,12.5,0.0,0.0,0.0,100.0,51798,4.7,3.9,5.3,8.6,9.8,11.5,14.8,11.8,5.5,24.2,15.6,21.2,15.6,10.7,4.7,12.3,5.3,5.3,9.2,24.0,54149,1.4,18.2,41.3,39.1,5.5,6.4,6.9,10.4,7.8,1.1,Napa,Napa
186,0600000US0605592710,605592710,3755,77.3,72.8,4.5,3.7,0.0,0.7,1.03,0.4,9.5,0.0,0.3,12.5,99.9,90.4,9.5,0.1,73.8,36.3,37.4,26.2,0.0,0.0,0.0,100.0,3284,4.0,1.1,1.8,5.8,8.9,10.4,17.5,21.6,7.6,21.4,33.4,23.3,9.8,8.9,2.6,7.6,2.5,4.4,7.4,19.9,3729,3.2,21.5,42.2,33.1,7.8,12.3,10.9,17.9,13.5,1.6,Napa,St. Helena
187,0600000US0605790710,605790710,8815,87.3,77.2,10.1,8.3,0.7,1.2,1.07,0.6,0.9,0.4,0.3,10.5,87.6,61.8,25.9,12.4,97.8,54.6,43.2,2.2,0.0,0.0,0.0,100.0,7888,5.1,1.4,1.6,8.4,7.6,13.2,12.8,13.3,8.6,28.1,22.3,20.5,14.6,12.7,2.6,11.5,6.1,6.3,3.4,21.7,8815,1.3,12.6,49.0,37.1,6.6,6.8,5.6,13.5,7.6,0.7,Nevada,Donner
188,0600000US0605791140,605791140,26042,84.7,77.3,7.4,6.3,0.5,0.6,1.05,0.6,2.2,0.2,1.0,11.3,99.4,74.0,25.4,0.6,44.1,14.1,30.0,55.9,0.0,0.0,0.0,100.0,23106,4.2,2.3,4.7,7.6,10.4,15.6,14.5,11.1,7.0,22.6,17.0,16.0,18.2,13.6,7.1,8.4,4.7,5.3,9.7,25.4,26006,1.8,15.8,38.3,44.1,5.7,7.1,7.6,15.5,8.7,1.2,Nevada,Grass Valley
189,0600000US0605792090,605792090,5865,74.2,68.5,5.8,4.9,0.5,0.4,1.04,2.2,2.8,2.7,1.4,16.7,99.3,83.8,15.5,0.7,27.8,8.0,19.8,72.2,0.0,0.0,0.0,100.0,4887,2.2,1.8,4.8,7.1,7.0,13.7,14.2,12.7,10.7,25.8,23.4,18.9,15.7,7.4,3.6,8.2,4.0,6.8,12.0,25.4,5832,3.4,18.6,36.8,41.2,5.1,5.2,6.2,10.2,7.1,2.5,Nevada,Nevada City
190,0600000US0605990050,605990050,754959,88.7,76.6,12.0,9.1,1.8,1.2,1.08,4.0,2.0,1.0,1.2,3.1,99.7,81.4,18.3,0.3,98.6,21.8,76.7,1.4,0.0,0.0,0.0,100.0,731392,5.7,4.8,5.4,9.3,9.0,14.3,10.2,10.8,5.2,25.3,8.4,13.0,15.7,16.6,6.0,17.8,6.7,7.1,8.7,26.8,752057,2.6,16.2,37.7,43.5,7.0,8.5,11.5,13.6,13.0,1.0,Orange,Anaheim-Santa Ana-Garden Grove
191,0600000US0605990420,605990420,124002,82.5,75.9,6.6,5.6,0.7,0.4,1.04,2.1,4.6,2.3,1.2,7.3,99.3,89.8,9.5,0.7,99.7,36.0,63.7,0.3,0.0,0.0,0.0,100.0,114996,2.3,2.1,2.7,5.3,6.8,12.6,13.5,15.6,10.1,28.9,13.4,19.3,21.3,16.1,4.8,11.2,3.5,4.9,5.5,22.0,121625,2.5,21.0,46.7,29.8,5.8,6.6,7.6,11.6,8.7,0.8,Orange,Central Coast
192,0600000US0605991413,605991413,116024,90.2,82.9,7.3,5.9,0.7,0.6,1.05,1.1,0.9,0.7,0.8,6.3,99.4,87.9,11.5,0.6,100.0,35.8,64.2,0.0,0.0,0.0,0.0,100.0,108740,2.0,2.1,2.9,6.2,7.9,13.3,13.3,18.2,11.2,22.8,8.6,15.6,19.4,18.3,6.8,14.9,4.1,5.2,7.2,24.6,115912,1.0,17.1,50.5,31.4,4.8,6.0,7.1,11.7,8.0,0.5,Orange,Irvine-Lake Forest
193,0600000US0605991977,605991977,107440,88.6,81.7,6.9,5.6,0.6,0.7,1.04,1.0,0.8,0.2,0.9,8.6,99.3,90.3,8.9,0.7,99.6,20.9,78.7,0.4,0.0,0.0,0.0,100.0,98229,2.9,2.9,4.1,7.8,10.5,15.2,14.2,14.8,5.9,21.9,7.4,11.2,15.3,14.8,7.5,17.2,9.5,9.1,8.2,28.0,107134,1.2,11.3,49.3,38.3,5.2,6.4,7.6,13.5,9.1,0.9,Orange,Mission Viejo
194,0600000US0605992150,605992150,172226,89.7,81.7,8.1,6.1,1.2,0.8,1.05,1.4,1.7,1.1,1.2,4.9,99.5,78.2,21.3,0.5,99.7,23.0,76.7,0.3,0.0,0.0,0.0,100.0,163729,3.8,4.1,4.7,8.9,8.5,13.9,11.8,12.4,6.0,26.0,10.0,12.0,14.1,15.8,6.1,17.7,7.3,8.5,8.4,26.9,171959,2.0,15.8,41.6,40.6,6.5,8.0,10.4,14.7,11.5,1.1,Orange,North Coast
195,0600000US0605993015,605993015,1315,81.4,74.9,6.5,6.5,0.0,0.0,1.04,0.0,0.5,0.0,0.7,17.4,100.0,96.3,3.7,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1086,3.5,3.5,5.4,14.4,13.0,13.6,16.7,7.6,5.5,16.8,3.2,6.3,5.9,14.8,18.2,23.9,11.3,10.9,5.4,29.2,1312,0.0,13.5,41.5,45.0,4.2,4.1,4.9,10.4,8.7,0.0,Orange,Silverado
196,0600000US0605993110,605993110,149050,86.0,76.4,9.7,8.0,1.0,0.7,1.06,1.4,1.8,0.6,0.9,9.2,99.3,89.7,9.5,0.7,99.9,26.1,73.8,0.1,0.0,0.0,0.0,100.0,135268,3.3,3.1,3.3,7.1,8.0,16.1,13.3,15.5,7.8,22.4,10.0,14.1,14.1,16.3,6.5,16.1,7.3,7.0,8.7,26.8,148780,1.4,18.7,47.8,32.1,5.9,7.3,9.1,18.0,10.8,1.3,Orange,South Coast
197,0600000US0606190160,606190160,18964,84.7,74.9,9.9,8.4,0.9,0.5,1.07,0.8,2.6,0.4,0.7,10.7,99.4,77.0,22.4,0.6,60.6,19.7,40.9,39.4,0.0,0.0,0.0,100.0,16929,4.9,3.0,5.0,7.1,11.0,14.2,14.2,11.7,6.1,22.8,21.9,16.5,11.8,11.2,5.9,10.3,6.9,7.3,8.3,25.4,18871,1.4,16.3,38.5,43.8,5.3,6.6,7.7,14.0,8.7,1.4,Placer,Auburn
198,0600000US0606190548,606190548,8731,84.8,73.8,11.0,9.5,1.2,0.3,1.07,1.2,1.8,0.3,1.3,10.6,98.3,69.0,29.3,1.7,29.1,6.6,22.5,70.9,0.0,0.0,0.0,100.0,7804,4.6,5.0,4.6,9.8,12.6,14.8,14.2,9.7,3.6,21.2,12.5,11.8,13.2,12.3,5.0,10.4,8.3,12.3,14.2,32.4,8646,1.2,10.1,38.1,50.6,5.6,6.0,8.1,13.4,7.3,1.7,Placer,Colfax-Monumental Ridge
199,0600000US0606191020,606191020,2444,84.7,74.4,10.4,8.4,0.5,1.5,1.07,0.9,3.4,0.0,0.5,10.5,100.0,75.8,24.2,0.0,34.0,12.7,21.3,66.0,0.0,0.0,0.0,100.0,2187,7.0,10.7,6.0,7.3,7.3,14.6,8.0,6.9,7.0,25.2,13.8,4.3,0.6,7.5,4.9,17.2,15.0,14.8,21.8,38.3,2444,0.0,6.8,33.7,59.6,7.3,6.8,7.5,14.4,9.4,4.9,Placer,Foresthill-Back Country
200,0600000US0606191550,606191550,5492,81.7,66.9,14.8,11.1,0.4,3.4,1.11,3.6,4.4,1.9,0.1,8.2,85.0,68.9,16.1,15.0,86.6,23.9,62.7,13.4,0.0,0.0,0.0,100.0,5042,2.2,4.3,1.0,6.5,9.3,13.1,15.5,9.8,6.0,32.1,24.6,16.1,17.0,16.2,6.2,10.4,2.8,5.0,1.7,18.2,5486,4.8,17.2,48.8,29.1,5.7,6.7,13.1,14.7,8.8,0.4,Placer,Lake Tahoe
201,0600000US0606191605,606191605,26953,88.1,78.4,9.6,7.8,1.1,0.7,1.06,1.0,1.3,0.5,1.3,7.8,99.3,61.8,37.5,0.7,91.9,24.2,67.7,8.1,0.0,0.0,0.0,100.0,24853,4.7,3.5,5.1,11.1,11.6,16.8,11.6,10.9,3.6,21.1,9.1,11.4,15.3,14.6,6.6,14.4,9.8,9.4,9.4,29.3,26841,1.2,12.2,48.6,38.0,4.7,5.7,8.3,11.4,9.4,0.9,Placer,Lincoln
202,0600000US0606192645,606192645,39663,88.3,81.4,7.0,5.3,1.1,0.6,1.05,1.2,0.7,0.4,1.1,8.3,99.5,59.7,39.8,0.5,91.8,21.7,70.2,8.2,0.0,0.0,0.0,100.0,36369,2.6,3.4,5.1,6.6,11.1,14.9,12.7,12.5,6.3,24.8,12.5,16.5,16.1,12.2,5.9,13.8,7.6,7.6,7.7,26.5,39592,1.3,11.5,41.3,45.9,5.5,6.1,6.5,10.8,8.1,0.7,Placer,Rocklin
203,0600000US0606192660,606192660,53325,88.6,79.7,8.9,7.0,0.8,1.0,1.06,1.4,1.8,1.0,1.3,5.9,99.5,56.9,42.6,0.5,95.3,41.4,53.8,4.7,0.0,0.0,0.0,100.0,50197,4.2,3.3,3.8,6.5,11.0,16.1,12.6,11.0,6.4,25.0,15.9,16.1,13.5,11.3,5.0,14.3,8.6,8.5,6.7,26.1,53218,1.3,17.8,46.4,34.4,5.2,6.5,7.3,12.1,8.8,1.4,Placer,Roseville
204,0600000US0606390460,606390460,1363,86.0,74.5,11.5,9.2,2.3,0.0,1.08,0.0,3.7,0.0,0.0,10.3,97.6,74.8,22.7,2.4,100.0,39.5,60.5,0.0,0.0,0.0,0.0,100.0,1222,8.8,9.0,13.5,7.4,3.9,7.9,5.4,10.6,13.1,20.2,43.1,2.5,12.8,12.5,2.5,7.0,5.2,7.1,7.2,18.8,1361,0.7,23.5,48.1,27.7,9.5,10.7,15.4,12.8,11.9,3.6,Plumas,Chester
205,0600000US0606390975,606390975,10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.0,100.0,0.0,,0.0,,,0.0,Plumas,Feather River Canyon
206,0600000US0606391135,606391135,571,80.0,67.3,12.8,8.2,0.0,4.6,1.11,1.8,0.2,2.5,0.0,15.6,96.1,83.5,12.6,3.9,94.4,30.8,63.6,5.6,0.0,0.0,0.0,100.0,482,3.3,2.9,0.0,5.2,7.7,27.4,9.8,20.7,0.0,23.0,11.8,12.2,10.4,12.4,0.0,20.7,7.3,4.1,21.0,33.6,567,0.0,27.3,42.3,30.3,2.8,2.0,5.8,5.4,7.5,2.8,Plumas,Graeagle
207,0600000US0606391170,606391170,897,81.5,62.3,19.2,19.2,0.0,0.0,1.13,0.0,4.2,0.0,0.0,14.3,98.7,94.9,3.8,1.3,42.4,10.7,31.7,57.6,0.0,0.0,0.0,100.0,769,3.8,8.7,10.5,4.3,14.7,39.7,5.7,2.0,0.7,10.0,7.9,1.0,10.5,11.8,19.1,37.8,4.4,2.9,4.4,27.2,897,1.4,22.7,44.4,31.4,2.5,2.3,1.9,4.7,8.7,0.0,Plumas,Greenville
208,0600000US0606392530,606392530,1774,90.1,72.5,17.5,10.3,2.0,5.2,1.13,0.0,5.4,0.0,1.2,3.3,80.8,60.5,20.3,19.2,95.3,23.8,71.5,4.7,0.0,0.0,0.0,100.0,1715,8.7,9.6,4.1,8.4,5.2,13.6,12.4,9.3,5.2,23.6,22.0,17.9,7.5,4.7,4.4,3.8,2.1,11.8,25.8,33.0,1774,4.0,18.7,47.6,29.7,6.9,6.3,7.9,13.4,9.6,0.5,Plumas,Portola
209,0600000US0606392540,606392540,2682,89.5,80.5,9.0,7.9,0.0,1.2,1.06,0.0,5.7,1.2,0.0,3.5,97.5,94.1,3.4,2.5,78.6,30.4,48.3,21.4,0.0,0.0,0.0,100.0,2587,3.1,1.5,2.5,5.0,5.9,12.0,22.3,11.2,4.8,31.6,44.1,22.2,10.2,8.4,0.9,9.7,0.9,0.2,3.6,14.9,2624,1.1,24.5,43.2,31.1,4.4,4.9,7.5,9.0,7.5,0.0,Plumas,Quincy
210,0600000US0606590253,606590253,5849,90.9,75.3,15.6,11.1,1.2,3.3,1.11,1.4,2.0,0.2,1.5,4.1,95.9,94.2,1.7,4.1,92.9,49.7,43.1,7.1,0.0,0.0,0.0,100.0,5612,6.1,14.2,9.3,5.8,6.7,14.4,9.2,9.5,3.2,21.6,36.8,24.0,9.9,8.1,5.8,8.8,1.8,2.6,2.2,15.3,5846,3.8,25.7,43.8,26.7,5.7,7.4,8.1,14.3,8.9,2.0,Riverside,Blythe
211,0600000US0606590410,606590410,56983,86.9,75.1,11.7,9.2,1.7,0.9,1.08,1.9,1.3,0.6,1.4,7.9,99.1,93.2,5.9,0.9,99.8,31.6,68.2,0.2,0.0,0.0,0.0,100.0,52479,4.2,2.9,3.9,6.7,7.6,13.8,13.5,12.3,5.5,29.7,15.9,19.3,20.0,19.0,5.5,10.6,2.1,2.2,5.4,21.0,56864,2.8,25.3,46.0,25.9,6.8,7.8,9.2,15.2,10.9,1.5,Riverside,Cathedral City-Palm Desert
212,0600000US0606590492,606590492,817,92.0,81.2,10.9,10.2,0.7,0.0,1.07,0.0,3.1,0.5,0.5,3.9,97.8,95.3,2.4,2.2,87.3,20.2,67.1,12.7,0.0,0.0,0.0,100.0,785,5.9,6.6,10.6,9.8,12.0,21.3,5.9,5.0,0.0,23.1,12.1,21.1,27.5,11.0,2.7,17.5,2.5,5.6,0.0,18.5,817,0.0,31.0,21.7,47.4,3.5,4.7,4.9,20.5,11.7,1.8,Riverside,Chuckwalla Valley
213,0600000US0606590520,606590520,65326,92.1,77.5,14.6,10.7,2.4,1.5,1.1,1.3,1.5,0.2,0.8,4.1,99.7,94.7,5.0,0.3,97.9,24.0,73.9,2.1,0.0,0.0,0.0,100.0,62631,8.6,6.3,6.7,11.0,9.2,14.1,10.1,9.4,4.3,20.3,12.5,16.1,19.8,18.1,6.3,15.8,3.1,2.7,5.6,22.7,65100,2.3,18.4,43.3,36.0,8.7,10.6,11.7,19.8,16.1,0.9,Riverside,Coachella Valley
214,0600000US0606590590,606590590,76320,90.8,77.4,13.4,9.9,1.7,1.8,1.09,1.8,1.2,0.3,1.2,4.7,99.4,49.6,49.9,0.6,99.9,26.8,73.1,0.1,0.0,0.0,0.0,100.0,72708,8.6,7.6,6.4,10.8,8.7,13.5,7.9,8.9,3.2,24.5,8.0,11.4,11.2,7.9,4.1,14.1,8.3,14.2,20.9,35.0,76251,1.8,12.7,38.6,47.0,5.7,6.6,8.5,11.2,8.7,0.7,Riverside,Corona
215,0600000US0606590670,606590670,17324,88.6,73.3,15.3,11.7,2.1,1.5,1.11,1.5,1.8,0.1,1.4,6.7,99.7,92.4,7.2,0.3,93.0,18.6,74.5,7.0,0.0,0.0,0.0,100.0,16168,7.7,5.0,5.6,11.8,7.7,15.7,8.1,11.0,4.3,23.2,6.9,7.5,12.1,18.1,7.8,27.2,5.9,5.8,8.6,30.1,17283,3.2,25.0,43.0,28.8,6.0,7.1,10.0,11.6,9.1,0.4,Riverside,Desert Hot Springs
216,0600000US0606590880,606590880,45404,90.4,75.1,15.3,11.1,2.6,1.6,1.11,1.1,0.8,0.1,1.8,5.7,99.4,58.8,40.6,0.6,99.1,18.3,80.8,0.9,0.0,0.0,0.0,100.0,42824,12.6,6.5,6.4,11.4,10.2,12.6,6.0,8.6,3.1,22.6,6.4,8.1,8.9,10.6,5.1,11.1,7.1,12.8,29.9,41.5,45345,1.5,10.9,38.7,48.9,7.0,8.6,9.8,13.8,10.5,1.1,Riverside,Elsinore Valley
217,0600000US0606591280,606591280,49688,91.3,77.1,14.2,10.3,2.2,1.7,1.1,0.9,2.1,0.6,0.8,4.3,99.2,83.0,16.1,0.8,97.8,25.2,72.6,2.2,0.0,0.0,0.0,100.0,47549,11.4,7.6,5.4,8.8,8.5,13.7,7.8,7.6,3.5,25.8,15.1,16.7,11.6,7.0,3.3,11.4,6.2,10.7,18.0,32.7,49177,2.8,18.6,41.4,37.2,9.3,10.5,13.5,17.8,14.1,1.3,Riverside,Hemet-San Jacinto
218,0600000US0606591370,606591370,4550,82.6,74.4,8.2,7.1,0.7,0.3,1.06,0.0,1.2,0.1,1.1,15.1,98.6,83.6,14.9,1.4,64.8,24.5,40.3,35.2,0.0,0.0,0.0,100.0,3864,12.0,4.2,2.4,14.3,4.1,11.6,7.2,11.5,0.9,31.7,17.4,10.1,5.1,7.2,0.8,8.4,9.7,17.8,23.4,38.8,4460,0.3,17.1,42.6,40.0,12.7,15.7,15.9,19.9,20.4,2.2,Riverside,Idyllwild
219,0600000US0606591450,606591450,64474,93.0,76.9,16.1,12.1,2.4,1.5,1.11,1.1,0.9,0.1,1.1,3.8,99.6,39.8,59.8,0.4,100.0,12.7,87.3,0.0,0.0,0.0,0.0,100.0,62013,10.8,8.5,6.3,11.2,8.9,10.5,7.1,7.4,3.5,25.8,5.7,9.4,13.0,13.3,5.5,14.4,7.6,11.0,20.2,34.6,64406,1.2,9.3,35.5,54.0,6.9,7.8,10.3,12.7,11.0,1.1,Riverside,Jurupa
220,0600000US0606591530,606591530,9469,93.4,77.2,16.2,12.3,2.4,1.5,1.11,1.7,0.4,0.1,0.8,3.6,99.8,67.9,31.9,0.2,90.0,11.0,79.0,10.0,0.0,0.0,0.0,100.0,9132,13.3,8.3,4.5,11.4,11.0,10.5,7.0,8.2,2.8,23.1,3.9,5.8,10.5,11.7,7.1,21.0,6.7,10.4,23.0,38.0,9424,1.7,11.8,30.5,56.0,5.2,6.6,10.8,12.9,10.7,0.3,Riverside,Lake Mathews
221,0600000US0606592060,606592060,121280,89.9,77.8,12.1,8.3,1.5,2.2,1.08,0.4,1.0,0.4,1.5,6.9,99.1,64.0,35.1,0.9,89.9,25.0,64.9,10.1,0.0,0.0,0.0,100.0,112968,8.9,6.3,6.7,9.9,8.8,11.5,8.7,8.8,4.8,25.4,9.6,14.1,13.3,8.5,2.6,8.6,6.0,12.2,25.1,35.9,121091,1.4,10.8,42.3,45.5,6.8,8.0,9.5,13.9,10.3,1.8,Riverside,Murrieta
222,0600000US0606592130,606592130,9817,89.9,75.9,14.1,9.0,2.7,2.4,1.1,1.5,0.4,0.1,1.0,7.0,99.7,48.5,51.2,0.3,100.0,19.3,80.7,0.0,0.0,0.0,0.0,100.0,9129,10.4,5.7,6.9,11.3,8.0,13.4,7.7,6.8,4.5,25.2,9.3,10.4,9.4,11.0,5.3,12.1,7.4,11.3,23.8,35.8,9802,1.0,8.0,28.7,62.2,5.3,6.7,10.5,13.3,9.0,1.6,Riverside,Norco
223,0600000US0606592340,606592340,18297,80.9,72.0,8.9,7.2,0.7,1.0,1.06,1.9,2.9,0.9,1.6,11.8,98.3,89.3,9.1,1.7,98.6,53.3,45.3,1.4,0.0,0.0,0.0,100.0,16138,5.7,2.2,3.6,7.1,7.1,12.6,12.8,11.8,4.5,32.6,22.7,21.8,14.3,11.6,4.8,12.6,2.7,3.0,6.6,21.4,18259,5.1,37.2,41.9,15.7,6.8,8.2,8.1,16.2,12.4,1.5,Riverside,Palm Springs
224,0600000US0606592450,606592450,97106,92.1,77.9,14.2,9.7,2.5,2.0,1.1,1.2,1.0,0.2,1.7,3.9,99.6,70.3,29.3,0.4,98.0,19.2,78.8,2.0,0.0,0.0,0.0,100.0,93300,15.4,6.7,5.9,9.2,9.0,11.7,6.8,6.4,3.0,26.0,6.9,9.5,9.4,11.3,5.8,15.9,7.8,10.6,22.8,37.7,96967,1.4,14.3,37.9,46.3,6.9,8.3,10.5,15.4,11.7,1.1,Riverside,Perris Valley
225,0600000US0606592640,606592640,183135,89.7,77.1,12.6,9.6,1.8,1.2,1.08,2.3,2.3,0.7,1.5,3.5,99.6,66.7,32.9,0.4,99.3,37.2,62.1,0.7,0.0,0.0,0.0,100.0,176710,10.7,6.5,5.8,8.7,8.1,11.9,9.2,8.8,3.5,26.8,10.4,13.2,14.6,13.5,5.7,13.7,6.6,8.2,14.1,29.9,181497,2.1,16.6,36.8,44.6,5.6,6.5,8.5,11.0,9.5,0.8,Riverside,Riverside
226,0600000US0606592810,606592810,31280,92.4,81.3,11.1,9.1,0.9,1.1,1.07,0.7,1.0,0.2,1.0,4.6,99.7,61.8,37.9,0.3,96.1,21.3,74.8,3.9,0.0,0.0,0.0,100.0,29829,8.2,3.8,4.6,9.3,10.9,16.3,8.7,9.1,3.8,25.3,13.4,13.6,12.7,9.3,5.2,15.2,8.8,10.7,11.2,29.4,31138,2.1,17.7,43.3,37.0,6.4,7.6,9.4,15.4,11.3,0.7,Riverside,San Gorgonio Pass
227,0600000US0606790870,606790870,48704,91.4,78.0,13.4,10.1,2.1,1.3,1.09,1.8,0.9,0.3,1.2,4.3,99.8,85.9,13.9,0.2,90.3,15.1,75.3,9.7,0.0,0.0,0.0,100.0,46598,5.4,3.7,5.9,7.7,11.7,15.4,11.5,10.3,4.7,23.6,7.9,9.6,12.9,16.2,8.3,19.9,8.6,10.0,6.6,28.0,48571,1.8,11.4,38.8,48.1,8.0,8.7,9.3,12.4,10.9,1.3,Sacramento,Elk Grove
228,0600000US0606791010,606791010,31322,88.2,79.5,8.7,7.5,1.1,0.2,1.06,2.5,1.2,0.7,0.9,6.5,99.5,81.6,18.0,0.5,99.9,38.4,61.6,0.1,0.0,0.0,0.0,100.0,29299,2.5,2.6,5.3,6.9,8.7,16.4,15.8,14.3,8.6,18.9,14.9,16.8,13.2,12.8,7.7,13.7,8.9,5.7,6.3,24.5,31318,1.2,16.0,51.5,31.3,3.4,4.6,4.9,10.2,5.8,0.3,Sacramento,Folsom
229,0600000US0606791090,606791090,14474,91.5,77.4,14.1,10.7,2.5,0.9,1.09,0.5,1.5,0.1,2.0,4.3,99.7,65.2,34.5,0.3,82.5,14.8,67.7,17.5,0.0,0.0,0.0,100.0,13847,7.9,4.3,5.6,12.9,11.7,15.7,10.9,7.7,3.4,19.9,11.3,8.9,14.4,7.6,6.3,15.5,13.3,11.5,11.3,30.4,14381,1.0,14.8,40.1,44.1,10.1,11.7,12.0,16.2,13.8,2.0,Sacramento,Galt
