,Unnamed: 0,County,Jurisdiction,Num_RecyclingProg_2007,Target_ResPPD_2007,Annual_ResPPD_2007,Target_EmpPPD_2007,Annual_EmpPPD_2007,Num_RecyclingProg_2008,Target_ResPPD_2008,Annual_ResPPD_2008,Target_EmpPPD_2008,Annual_EmpPPD_2008,Num_RecyclingProg_2009,Target_ResPPD_2009,Annual_ResPPD_2009,Target_EmpPPD_2009,Annual_EmpPPD_2009,Num_RecyclingProg_2010,Target_ResPPD_2010,Annual_ResPPD_2010,Target_EmpPPD_2010,Annual_EmpPPD_2010,Num_RecyclingProg_2011,Target_ResPPD_2011,Annual_ResPPD_2011,Target_EmpPPD_2011,Annual_EmpPPD_2011,Num_RecyclingProg_2012,Target_ResPPD_2012,Annual_ResPPD_2012,Target_EmpPPD_2012,Annual_EmpPPD_2012,Num_RecyclingProg_2013,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Population,Male,Female,MedianAgeYears,MaleMedianAgeYears,FemaleMedianAgeYears,AverageHouseholdSize,AverageFamilySize,PersonsUnder5Years,PersonsUnder18Years,PersonsAge21Plus,PersonsAge55Plus,PersonsAge60Plus,PersonsAge65Plus,PercentPopulationFemale,PercentPopulationLessThan18,PopulationR,TotalPopulationOfOneRace,White,BlackOrAfricanAmerican,AmericanIndianAndAlaskaNative,TotalAsian,AsianIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,OtherAsian,TotalNHOPI,NativeHawaiian,GuamanianOrChamorro,Samoan,OtherPacificIslander,SomeOtherRace,TotalPopulationInHouseholds,Householder,Spouse,Children,ChildrenOwnChildUnder18y,OtherRelatives,OtherRelativesUnder18y,NonRelatives,NonRelativesUnmarriedPartner,TotalHH,HH_wchildren,HH_couple,Couple_wchildren,HH_malehead,HH_malehead_wchildren,HH_femalehead,HH_femalehead_wchildren,Nonfamily_HH,HH_livingalone,HH_seniorover65,Percent_single_parent,Total_housing_units,Occupied_units,Vacant_units,For_rent_units,Rented_not_occupied_units,For_sale_units,Sold_not_occupied_units,Seasonal_units,All_other_vacans,VancancyRate,HomeownerVacancyRate,RentalVacancyRate
295,306,Los Angeles,San Gabriel,33,4.7,4.8,17.9,17.8,33,4.7,4.3,17.9,16.2,33,4.7,3.6,17.9,14.4,33,4.7,3.9,17.9,14.3,32,4.7,3.9,17.9,13.4,32,4.7,4.7,17.9,16.1,32,4.7,4.4,17.9,14.9,39718.0,19157.0,20561.0,40.3,38.9,41.6,3.1307606442400004,3.47,2084.0,7866.0,30413.0,10420.0,7853.0,5574.0,0.517674605972,0.198046225893,39718.0,38580.0,10076.0,388.0,220.0,24091.0,152.0,16750.0,962.0,597.0,235.0,3070.0,2325.0,43.0,20.0,6.0,9.0,8.0,3762.0,39266.0,12542.0,6668.0,10991.0,6509.0,6046.0,1184.0,3019.0,557.0,9594.0,3875.0,6668.0,2975.0,965.0,241.0,1961.0,659.0,2948.0,2121.0,800.0,0.232258064516,13237.0,12542.0,695.0,387.0,10.0,64.0,27.0,37.0,170.0,0.0525043438846,0.01,0.057
296,307,Riverside,San Jacinto,40,6.4,5.5,33.3,28.7,40,6.4,4.5,33.3,23.1,40,6.4,3.8,33.3,21.1,41,6.4,3.2,33.3,25.6,41,6.4,3.1,33.3,23.7,41,6.4,3.0,33.3,22.3,41,6.4,3.1,33.3,21.5,44199.0,21599.0,22600.0,30.3,28.9,31.4,3.34329379562,3.81,3902.0,14487.0,27543.0,8275.0,6345.0,4668.0,0.511323785606,0.327767596552,44199.0,41685.0,25272.0,2928.0,812.0,1341.0,93.0,88.0,713.0,40.0,36.0,87.0,284.0,124.0,19.0,37.0,22.0,46.0,11208.0,43971.0,13152.0,6954.0,16032.0,11931.0,5071.0,2178.0,2762.0,1049.0,9987.0,5598.0,6954.0,3865.0,912.0,506.0,2121.0,1227.0,3165.0,2459.0,1231.0,0.30957484815999997,14977.0,13152.0,1825.0,483.0,17.0,542.0,57.0,235.0,491.0,0.121853508713,0.057,0.10300000000000001
297,308,Fresno,San Joaquin,39,2.9,3.5,37.7,41.5,39,2.9,2.8,37.7,37.3,39,2.9,2.8,37.7,39.2,39,2.9,2.9,37.7,34.3,39,2.9,3.0,37.7,21.6,39,2.9,3.0,37.7,27.6,39,2.9,2.7,37.7,28.1,4001.0,2030.0,1971.0,23.6,23.8,23.3,4.53628117914,4.66,461.0,1652.0,2155.0,449.0,285.0,175.0,0.492626843289,0.412896775806,4001.0,3854.0,1966.0,31.0,54.0,37.0,30.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1766.0,4001.0,882.0,601.0,1835.0,1375.0,546.0,257.0,137.0,48.0,815.0,578.0,601.0,428.0,51.0,26.0,163.0,124.0,67.0,48.0,20.0,0.259515570934,934.0,882.0,52.0,32.0,1.0,8.0,4.0,0.0,7.0,0.0556745182013,0.019,0.063
298,309,Santa Clara,San Jose,44,5.2,3.9,14.5,10.6,44,5.2,3.6,14.5,9.8,44,5.2,3.1,14.5,9.1,44,5.2,3.3,14.5,9.8,44,5.2,3.1,14.5,8.7,44,5.2,3.0,14.5,8.6,44,5.2,2.8,14.5,7.8,945942.0,475668.0,470274.0,35.2,34.5,36.0,3.0946423949599997,3.54,68610.0,234678.0,673683.0,191014.0,138116.0,95242.0,0.49714887382100004,0.24808920631499998,945942.0,898880.0,404437.0,30242.0,8297.0,303138.0,43827.0,63434.0,53008.0,10998.0,11342.0,100486.0,20043.0,4017.0,547.0,689.0,1389.0,1392.0,148749.0,932620.0,301366.0,162819.0,285392.0,197818.0,110161.0,30686.0,72882.0,19358.0,219509.0,108946.0,162819.0,83371.0,18702.0,7643.0,37988.0,17932.0,81857.0,59385.0,18305.0,0.234749325354,314038.0,301366.0,12672.0,5572.0,319.0,2891.0,603.0,845.0,2442.0,0.040351804558699994,0.016,0.043
299,310,Orange,San Juan Capistrano,37,11.8,8.5,33.8,24.3,37,11.8,6.6,33.8,18.6,37,11.8,5.5,33.8,16.3,37,11.8,5.5,33.8,18.0,37,11.8,5.4,33.8,16.2,37,11.8,5.1,33.8,15.0,37,11.8,4.9,33.8,14.8,34593.0,17151.0,17442.0,40.2,38.4,41.9,3.0284360189599995,3.44,2142.0,8518.0,24642.0,10051.0,7688.0,5413.0,0.5042060532479999,0.246234787385,34593.0,33385.0,26664.0,193.0,286.0,975.0,99.0,191.0,235.0,161.0,108.0,100.0,81.0,33.0,16.0,4.0,6.0,7.0,5234.0,34506.0,11394.0,6706.0,10270.0,6983.0,3307.0,1174.0,2829.0,543.0,8321.0,3552.0,6706.0,2838.0,526.0,249.0,1089.0,465.0,3073.0,2381.0,1407.0,0.201013513514,11940.0,11394.0,546.0,146.0,8.0,116.0,39.0,127.0,110.0,0.0457286432161,0.013000000000000001,0.047
300,311,Alameda,San Leandro,39,8.7,6.2,18.2,12.5,39,8.7,4.9,18.2,10.0,39,8.7,6.8,18.2,14.6,39,8.7,5.4,18.2,13.0,39,8.7,4.0,18.2,9.1,40,8.7,6.6,18.2,14.9,40,8.7,7.3,18.2,15.2,84950.0,40781.0,44169.0,39.3,37.7,40.6,2.74440863366,3.36,5274.0,18975.0,62956.0,22203.0,16522.0,11683.0,0.519941141848,0.223366686286,84950.0,80195.0,31946.0,10437.0,669.0,25206.0,638.0,11655.0,7935.0,462.0,491.0,2715.0,1310.0,642.0,81.0,159.0,162.0,240.0,11295.0,84300.0,30717.0,14142.0,24728.0,16090.0,9610.0,2505.0,5103.0,2032.0,20514.0,9185.0,14142.0,6421.0,1863.0,733.0,4509.0,2031.0,10203.0,8228.0,3128.0,0.300925421884,32419.0,30717.0,1702.0,805.0,41.0,258.0,65.0,90.0,443.0,0.0525000771153,0.013999999999999999,0.057999999999999996
301,312,San Luis Obispo,San Luis Obispo,43,7.4,5.4,18.7,13.7,43,7.4,4.8,18.7,12.3,43,7.4,4.4,18.7,11.7,43,7.4,4.6,18.7,13.8,43,7.4,4.6,18.7,12.6,43,7.4,4.3,18.7,11.5,43,7.4,4.7,18.7,12.2,45119.0,23538.0,21581.0,26.5,25.2,28.6,2.28922002814,2.81,1508.0,5522.0,34014.0,9759.0,7418.0,5431.0,0.478312905871,0.122387464261,45119.0,43303.0,38117.0,523.0,275.0,2350.0,293.0,713.0,466.0,264.0,195.0,143.0,276.0,65.0,26.0,13.0,11.0,15.0,1973.0,43937.0,19193.0,5690.0,6699.0,5051.0,1383.0,342.0,10972.0,1228.0,7612.0,2963.0,5690.0,2090.0,586.0,222.0,1336.0,651.0,11581.0,6213.0,1957.0,0.294633817077,20553.0,19193.0,1360.0,701.0,37.0,124.0,36.0,254.0,208.0,0.066170388751,0.016,0.057
302,313,San Diego,San Marcos,44,8.9,6.6,19.0,15.1,44,8.9,5.9,19.0,14.0,44,8.9,5.3,19.0,13.2,44,8.9,5.4,19.0,15.2,44,8.9,5.3,19.0,13.5,43,8.9,5.6,19.0,14.0,44,8.9,5.2,19.0,12.9,83781.0,40957.0,42824.0,32.9,31.9,33.8,3.0489302257200004,3.49,7008.0,23287.0,55953.0,15799.0,11856.0,8527.0,0.5111421443999999,0.277950848044,83781.0,79486.0,53235.0,1967.0,591.0,7518.0,700.0,1166.0,2817.0,451.0,410.0,1175.0,799.0,322.0,57.0,80.0,126.0,59.0,15853.0,82937.0,27202.0,15242.0,26906.0,20442.0,7136.0,2390.0,6451.0,1558.0,19811.0,10758.0,15242.0,8302.0,1513.0,765.0,3056.0,1691.0,7391.0,5168.0,2370.0,0.22829522215999998,28641.0,27202.0,1439.0,607.0,24.0,361.0,60.0,135.0,252.0,0.050242659125,0.021,0.057
303,314,Los Angeles,San Marino,33,6.8,5.7,29.6,23.3,34,6.8,5.0,29.6,19.9,34,6.8,4.7,29.6,18.7,34,6.8,4.5,29.6,21.3,34,6.8,4.6,29.6,19.5,34,6.8,4.3,29.6,18.4,34,6.8,4.4,29.6,18.5,13147.0,6314.0,6833.0,45.3,44.5,46.0,3.0175519630500003,3.28,515.0,3422.0,9400.0,4262.0,3172.0,2309.0,0.519738343348,0.260287518065,13147.0,12733.0,5434.0,55.0,5.0,7039.0,157.0,5773.0,87.0,229.0,269.0,109.0,415.0,2.0,1.0,0.0,0.0,1.0,198.0,13066.0,4330.0,3220.0,4431.0,3173.0,853.0,186.0,232.0,64.0,3730.0,1715.0,3220.0,1519.0,143.0,46.0,367.0,150.0,600.0,531.0,359.0,0.114285714286,4477.0,4330.0,147.0,26.0,3.0,21.0,30.0,34.0,33.0,0.0328344873799,0.005,0.065
304,315,San Mateo,San Mateo,43,5.8,4.9,13.3,10.4,43,5.8,4.8,13.3,9.9,43,5.8,4.2,13.3,9.2,43,5.8,3.9,13.3,10.0,43,5.8,3.6,13.3,8.3,43,5.8,3.4,13.3,7.5,43,5.8,3.6,13.3,8.1,97207.0,47465.0,49742.0,38.9,37.3,40.4,2.50806894568,3.14,6587.0,20254.0,74203.0,25022.0,18998.0,13980.0,0.511712119498,0.208359480284,97207.0,91661.0,56214.0,2296.0,505.0,18384.0,1713.0,7778.0,4478.0,2093.0,776.0,336.0,1210.0,1998.0,100.0,73.0,161.0,1664.0,12264.0,95891.0,38233.0,17964.0,25067.0,17988.0,7034.0,1743.0,7593.0,2441.0,23444.0,10549.0,17964.0,8184.0,1656.0,680.0,3824.0,1685.0,14789.0,11751.0,4391.0,0.22419186652800002,40014.0,38233.0,1781.0,694.0,53.0,295.0,69.0,231.0,439.0,0.0445094217024,0.015,0.037000000000000005
305,316,Contra Costa,San Ramon,51,5.7,4.5,8.2,7.2,51,5.7,3.6,8.2,6.3,51,5.7,3.3,8.2,6.3,51,5.7,2.8,8.2,6.2,51,5.7,2.7,8.2,5.6,51,5.7,2.4,8.2,4.8,51,5.7,2.6,8.2,5.2,72148.0,35448.0,36700.0,37.1,36.7,37.3,2.85053788957,3.3,5716.0,21351.0,49162.0,12848.0,8920.0,5627.0,0.5086766091920001,0.295933359206,72148.0,68292.0,38639.0,2043.0,205.0,25713.0,8179.0,8494.0,3412.0,648.0,2285.0,827.0,1868.0,156.0,30.0,54.0,8.0,64.0,1536.0,72073.0,25284.0,16318.0,24499.0,20601.0,3342.0,596.0,2630.0,1254.0,19165.0,11607.0,16318.0,9966.0,850.0,472.0,1997.0,1169.0,6119.0,4682.0,1105.0,0.141380201602,26222.0,25284.0,938.0,301.0,25.0,244.0,100.0,84.0,184.0,0.0357714895889,0.013000000000000001,0.04
306,317,Monterey,Sand City,44,59.7,49.2,9.0,7.4,47,59.7,42.2,9.0,6.6,47,59.7,32.3,9.0,5.8,48,59.7,26.0,9.0,5.3,48,59.7,26.6,9.0,5.2,48,59.7,24.2,9.0,4.9,48,59.7,24.0,9.0,4.8,334.0,185.0,149.0,34.1,35.3,33.1,2.2734375,2.98,20.0,59.0,265.0,49.0,22.0,9.0,0.44610778443099997,0.17664670658700002,334.0,317.0,223.0,13.0,3.0,16.0,1.0,3.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61.0,291.0,128.0,43.0,62.0,50.0,12.0,5.0,46.0,16.0,59.0,33.0,43.0,22.0,4.0,1.0,12.0,10.0,69.0,42.0,3.0,0.33333333333299997,145.0,128.0,17.0,9.0,2.0,2.0,0.0,2.0,2.0,0.11724137931,0.1,0.07400000000000001
307,318,Fresno,Sanger,34,3.2,3.1,10.8,10.4,36,3.2,3.5,10.8,11.5,36,3.2,3.3,10.8,10.8,36,3.2,4.0,10.8,16.1,36,3.2,3.6,10.8,13.7,37,3.2,2.3,10.8,8.7,37,3.2,3.2,10.8,12.0,24270.0,11978.0,12292.0,29.2,28.4,30.2,3.6245682534900006,3.9,2303.0,8164.0,14876.0,4158.0,3109.0,2287.0,0.506468891636,0.33638236505999997,24270.0,23426.0,14454.0,219.0,311.0,758.0,197.0,57.0,95.0,87.0,6.0,10.0,306.0,39.0,0.0,1.0,22.0,16.0,7645.0,24136.0,6659.0,3736.0,9591.0,6796.0,2866.0,1224.0,1284.0,575.0,5577.0,3158.0,3736.0,2132.0,565.0,297.0,1276.0,729.0,1082.0,894.0,459.0,0.324889170361,7104.0,6659.0,445.0,158.0,13.0,126.0,18.0,19.0,111.0,0.06264076576580001,0.031,0.053
308,319,Orange,Santa Ana,38,7.5,5.5,16.9,12.2,38,7.5,5.2,16.9,11.4,38,7.5,4.7,16.9,11.1,39,7.5,5.0,16.9,12.0,39,7.5,4.8,16.9,11.3,39,7.5,4.8,16.9,10.8,39,7.5,4.9,16.9,11.2,324528.0,165752.0,158776.0,29.1,28.6,29.6,4.37136141252,4.54,28805.0,99678.0,207973.0,45560.0,32075.0,21911.0,0.489252083025,0.3071476113,324528.0,312857.0,148838.0,4856.0,3260.0,34138.0,1016.0,1982.0,2512.0,741.0,690.0,23167.0,4030.0,976.0,113.0,52.0,545.0,266.0,120789.0,319870.0,73174.0,41389.0,109636.0,72032.0,59916.0,22186.0,35755.0,5489.0,59648.0,33992.0,41389.0,25139.0,6451.0,2919.0,11808.0,5934.0,13526.0,9254.0,3378.0,0.260443633796,76896.0,73174.0,3722.0,1983.0,68.0,693.0,115.0,132.0,731.0,0.0484030378693,0.019,0.049
309,320,Santa Barbara,Santa Barbara,46,7.4,4.7,19.6,12.4,45,7.4,4.5,19.6,11.8,45,7.4,4.0,19.6,11.0,45,7.4,4.0,19.6,12.2,46,7.4,4.0,19.6,10.5,47,7.4,3.7,19.6,9.5,48,7.4,4.1,19.6,10.5,88410.0,43874.0,44536.0,36.8,35.4,38.5,2.4481085503099997,3.13,4824.0,16468.0,67524.0,23351.0,17646.0,12573.0,0.503743920371,0.18626852165999996,88410.0,84933.0,66411.0,1420.0,892.0,3062.0,326.0,901.0,554.0,474.0,335.0,158.0,314.0,116.0,53.0,18.0,18.0,27.0,13032.0,86783.0,35449.0,13240.0,19161.0,13725.0,6349.0,2056.0,12584.0,2759.0,18233.0,7760.0,13240.0,5349.0,1539.0,675.0,3454.0,1736.0,17216.0,11937.0,4340.0,0.310695876289,37820.0,35449.0,2371.0,920.0,71.0,182.0,56.0,776.0,366.0,0.0626916975145,0.013000000000000001,0.040999999999999995
310,321,Santa Clara,Santa Clara,41,8.2,7.9,9.0,8.4,41,8.2,6.9,9.0,7.2,41,8.2,6.0,9.0,6.6,41,8.2,5.8,9.0,7.0,41,8.2,5.1,9.0,6.0,41,8.2,5.2,9.0,5.9,41,8.2,5.5,9.0,6.0,116468.0,58810.0,57658.0,34.1,33.8,34.4,2.63294670045,3.18,9092.0,24774.0,86158.0,22320.0,16396.0,11679.0,0.495054435553,0.212710787512,116468.0,110256.0,52359.0,3154.0,579.0,43889.0,15890.0,8176.0,7222.0,1731.0,3506.0,4498.0,2866.0,651.0,88.0,116.0,148.0,299.0,9624.0,113272.0,43021.0,21817.0,30240.0,22339.0,8884.0,2111.0,9310.0,2458.0,27936.0,13386.0,21817.0,10916.0,2038.0,747.0,4081.0,1723.0,15085.0,10906.0,2945.0,0.184521141491,45147.0,43021.0,2126.0,1127.0,61.0,257.0,68.0,196.0,417.0,0.0470906151018,0.013000000000000001,0.046
311,322,Los Angeles,Santa Clarita,42,5.8,5.1,15.0,13.2,42,5.8,4.5,15.0,11.7,42,5.8,4.0,15.0,11.1,42,5.8,3.8,15.0,12.0,42,5.8,3.8,15.0,10.8,42,5.8,3.8,15.0,10.8,40,5.8,3.9,15.0,12.6,176320.0,86884.0,89436.0,36.2,34.6,37.7,2.93931806342,3.37,11152.0,46180.0,122034.0,35848.0,25137.0,16851.0,0.507236842105,0.261910163339,176320.0,168107.0,125005.0,5623.0,1013.0,15025.0,1401.0,1419.0,6063.0,1053.0,2937.0,484.0,1668.0,272.0,85.0,59.0,22.0,106.0,21169.0,174910.0,59507.0,34126.0,58745.0,41582.0,12185.0,3723.0,10347.0,3618.0,44336.0,22729.0,34126.0,17541.0,3322.0,1654.0,6888.0,3534.0,15171.0,11634.0,4335.0,0.228254652646,62055.0,59507.0,2548.0,1098.0,88.0,581.0,118.0,177.0,486.0,0.041060349689800005,0.013999999999999999,0.06
312,323,Santa Cruz,Santa Cruz,38,6.8,5.3,14.1,10.9,38,6.8,5.1,14.1,10.4,38,6.8,5.0,14.1,10.7,38,6.8,4.3,14.1,10.3,38,6.8,4.5,14.1,10.3,38,6.8,4.1,14.1,9.8,38,6.8,4.4,14.1,9.5,59946.0,30047.0,29899.0,29.9,29.8,30.0,2.38523341183,2.92,2358.0,8196.0,42119.0,12065.0,8243.0,5285.0,0.498765555667,0.136723050746,59946.0,56544.0,44661.0,1071.0,440.0,4591.0,453.0,1904.0,666.0,401.0,352.0,315.0,500.0,108.0,44.0,10.0,20.0,34.0,5673.0,51657.0,21657.0,7310.0,9797.0,7365.0,2092.0,571.0,10801.0,2181.0,10005.0,4439.0,7310.0,3005.0,862.0,409.0,1833.0,1025.0,11652.0,6773.0,1862.0,0.323045731021,23316.0,21657.0,1659.0,437.0,74.0,118.0,43.0,692.0,295.0,0.07115285640760001,0.012,0.034
313,324,Los Angeles,Santa Fe Springs,37,87.3,41.7,27.4,12.0,37,87.3,45.6,27.4,13.3,37,87.3,31.4,27.4,9.9,37,87.3,28.8,27.4,9.3,37,87.3,26.8,27.4,8.4,37,87.3,25.9,27.4,7.8,37,87.3,25.3,27.4,8.1,16223.0,7819.0,8404.0,35.3,32.9,37.3,3.37686960185,3.84,973.0,4286.0,11112.0,3816.0,2930.0,2160.0,0.518029957468,0.264192812673,16223.0,15538.0,9514.0,371.0,233.0,677.0,45.0,68.0,259.0,37.0,124.0,72.0,72.0,31.0,4.0,3.0,14.0,10.0,4712.0,16030.0,4747.0,2354.0,5720.0,3216.0,2390.0,924.0,819.0,312.0,3687.0,1650.0,2354.0,1096.0,368.0,162.0,965.0,392.0,1060.0,894.0,526.0,0.335757575758,4976.0,4747.0,229.0,109.0,8.0,62.0,2.0,4.0,44.0,0.046020900321500004,0.021,0.055
314,325,Santa Barbara,Santa Maria,37,7.0,6.4,15.8,13.9,38,7.0,6.1,15.8,13.1,38,7.0,5.0,15.8,11.3,38,7.0,4.6,15.8,12.6,38,7.0,4.4,15.8,11.2,38,7.0,4.3,15.8,11.1,40,7.0,4.7,15.8,11.6,99553.0,50321.0,49232.0,28.6,27.7,29.5,3.6623309053099997,4.06,9862.0,31302.0,62879.0,16882.0,12723.0,9391.0,0.494530551565,0.314425481904,99553.0,94513.0,55983.0,1656.0,1818.0,5054.0,277.0,221.0,3595.0,289.0,250.0,141.0,281.0,161.0,38.0,38.0,35.0,50.0,29841.0,98546.0,26908.0,14616.0,33452.0,24370.0,14621.0,5431.0,8949.0,1944.0,20479.0,11435.0,14616.0,8218.0,1901.0,947.0,3962.0,2270.0,6429.0,5079.0,2431.0,0.28132925229600003,28294.0,26908.0,1386.0,522.0,26.0,271.0,60.0,107.0,400.0,0.048985650668,0.019,0.038
315,326,Los Angeles,Santa Monica,49,10.9,6.4,13.5,7.3,49,10.9,6.5,13.5,7.3,49,10.9,4.9,13.5,5.9,49,10.9,3.6,13.5,4.7,49,10.9,3.1,13.5,3.5,47,10.9,3.5,13.5,3.9,47,10.9,4.6,13.5,5.3,89736.0,43284.0,46452.0,40.4,39.7,41.1,1.86734019652,2.79,3696.0,12580.0,74893.0,24721.0,18657.0,13416.0,0.51765177855,0.140188998841,89736.0,85751.0,69663.0,3526.0,338.0,8053.0,1034.0,2492.0,829.0,1343.0,1296.0,281.0,778.0,124.0,31.0,9.0,16.0,68.0,4047.0,87610.0,46917.0,13092.0,16068.0,11754.0,2949.0,637.0,8584.0,3283.0,17929.0,7410.0,13092.0,5184.0,1327.0,526.0,3510.0,1700.0,28988.0,22716.0,5551.0,0.30040485829999997,50912.0,46917.0,3995.0,1800.0,117.0,148.0,73.0,1102.0,755.0,0.0784687303583,0.011000000000000001,0.051
316,327,Ventura,Santa Paula,38,5.1,5.6,25.9,24.2,39,5.1,4.4,25.9,18.9,40,5.1,3.3,25.9,14.5,40,5.1,3.7,25.9,17.7,40,5.1,3.6,25.9,17.5,42,5.1,3.5,25.9,18.6,42,5.1,3.7,25.9,18.0,29321.0,14795.0,14526.0,31.1,30.1,32.2,3.49682520666,3.85,2541.0,8722.0,19091.0,5835.0,4357.0,3099.0,0.49541284403700003,0.297465980014,29321.0,28234.0,18458.0,152.0,460.0,216.0,33.0,39.0,61.0,27.0,20.0,12.0,24.0,24.0,9.0,0.0,0.0,15.0,8924.0,29188.0,8347.0,4767.0,10558.0,7148.0,3729.0,1389.0,1787.0,585.0,6684.0,3468.0,4767.0,2496.0,650.0,330.0,1267.0,642.0,1663.0,1331.0,678.0,0.280276816609,8749.0,8347.0,402.0,155.0,6.0,97.0,21.0,16.0,107.0,0.045948108355199996,0.02,0.040999999999999995
317,328,San Diego,Santee,38,6.5,5.6,23.8,20.7,38,6.5,5.1,23.8,19.3,38,6.5,4.3,23.8,17.5,38,6.5,5.1,23.8,21.6,38,6.5,4.5,23.8,18.7,38,6.5,4.7,23.8,19.0,28,6.5,3.9,23.8,15.5,53413.0,25823.0,27590.0,37.2,35.7,38.6,2.71661659588,3.13,3527.0,12710.0,38453.0,12152.0,8631.0,5740.0,0.5165409170049999,0.237957051654,53413.0,50523.0,44083.0,1057.0,409.0,2044.0,92.0,213.0,971.0,168.0,101.0,255.0,244.0,253.0,52.0,132.0,34.0,35.0,2677.0,52447.0,19306.0,10304.0,16345.0,11293.0,3395.0,1187.0,3097.0,1254.0,14075.0,6456.0,10304.0,4556.0,1157.0,577.0,2614.0,1323.0,5231.0,3986.0,1534.0,0.294299876084,20048.0,19306.0,742.0,237.0,19.0,206.0,55.0,32.0,193.0,0.037011173184400004,0.015,0.04
318,329,Santa Clara,Saratoga,37,4.2,2.7,19.4,12.1,37,4.2,2.9,19.4,12.6,37,4.2,2.5,19.4,11.3,37,4.2,2.8,19.4,13.9,36,4.2,2.8,19.4,11.4,37,4.2,2.9,19.4,11.3,40,4.2,2.9,19.4,11.7,29926.0,14634.0,15292.0,47.8,47.5,48.0,2.76942425936,3.11,977.0,7173.0,22094.0,10387.0,8043.0,6087.0,0.510993784669,0.239691238388,29926.0,28861.0,16125.0,94.0,41.0,12376.0,2935.0,6779.0,221.0,666.0,869.0,455.0,451.0,23.0,9.0,3.0,0.0,11.0,202.0,29727.0,10734.0,7893.0,9137.0,6927.0,1339.0,214.0,624.0,203.0,8714.0,3887.0,7893.0,3587.0,213.0,79.0,608.0,221.0,2020.0,1740.0,1115.0,0.0771803447389,11123.0,10734.0,389.0,67.0,4.0,66.0,18.0,110.0,124.0,0.0349725793401,0.006999999999999999,0.043
319,330,Santa Cruz,Scotts Valley,40,8.9,3.8,13.4,5.6,40,8.9,2.4,13.4,3.7,40,8.9,3.3,13.4,5.4,40,8.9,3.8,13.4,7.2,40,8.9,3.8,13.4,6.8,40,8.9,3.7,13.4,6.7,40,8.9,4.0,13.4,7.0,11580.0,5646.0,5934.0,41.7,40.5,42.8,2.55490284681,3.03,623.0,2863.0,8205.0,3115.0,2270.0,1575.0,0.512435233161,0.247236614853,11580.0,11016.0,9958.0,101.0,57.0,590.0,137.0,166.0,71.0,70.0,67.0,21.0,58.0,18.0,5.0,8.0,2.0,3.0,292.0,11308.0,4426.0,2423.0,3508.0,2712.0,333.0,112.0,618.0,249.0,3086.0,1511.0,2423.0,1153.0,189.0,108.0,474.0,250.0,1340.0,1054.0,516.0,0.23692918596999998,4610.0,4426.0,184.0,39.0,2.0,47.0,16.0,50.0,30.0,0.0399132321041,0.013999999999999999,0.032
320,331,Orange,Seal Beach,38,8.4,6.1,25.7,18.0,38,8.4,4.4,25.7,12.4,38,8.4,5.3,25.7,15.4,38,8.4,4.8,25.7,12.7,38,8.4,5.3,25.7,13.6,38,8.4,5.0,25.7,12.9,38,8.4,5.0,25.7,12.0,24168.0,10655.0,13513.0,57.3,53.5,60.3,1.83936390873,2.65,771.0,3151.0,20552.0,12843.0,11167.0,9252.0,0.559127772261,0.130379013572,24168.0,23318.0,20154.0,279.0,65.0,2309.0,101.0,444.0,364.0,442.0,522.0,259.0,177.0,58.0,12.0,13.0,24.0,9.0,453.0,23943.0,13017.0,4891.0,4324.0,2969.0,636.0,156.0,1075.0,449.0,5962.0,1754.0,4891.0,1368.0,283.0,122.0,788.0,264.0,7055.0,6312.0,4340.0,0.220068415051,14558.0,13017.0,1541.0,154.0,20.0,204.0,69.0,445.0,649.0,0.10585245226,0.02,0.044000000000000004
321,332,Monterey,Seaside,46,5.2,4.4,28.0,20.3,46,5.2,4.0,28.0,18.7,46,5.2,3.9,28.0,18.9,48,5.2,3.9,28.0,19.8,47,5.2,3.9,28.0,18.7,47,5.2,3.6,28.0,17.0,47,5.2,3.8,28.0,18.1,33025.0,16553.0,16472.0,30.6,30.1,31.1,3.16040820371,3.57,2929.0,8923.0,21806.0,5662.0,4061.0,2845.0,0.498773656321,0.27018925056800003,33025.0,30422.0,15978.0,2783.0,347.0,3206.0,160.0,200.0,1559.0,311.0,341.0,315.0,320.0,529.0,34.0,68.0,88.0,339.0,7579.0,31898.0,10093.0,5232.0,10096.0,7456.0,3614.0,1222.0,2863.0,797.0,7373.0,3884.0,5232.0,2812.0,708.0,352.0,1433.0,720.0,2720.0,1927.0,697.0,0.276004119464,10872.0,10093.0,779.0,307.0,12.0,95.0,26.0,59.0,280.0,0.0716519499632,0.022000000000000002,0.049
