,Unnamed: 0,County,Jurisdiction,Num_RecyclingProg_2007,Target_ResPPD_2007,Annual_ResPPD_2007,Target_EmpPPD_2007,Annual_EmpPPD_2007,Num_RecyclingProg_2008,Target_ResPPD_2008,Annual_ResPPD_2008,Target_EmpPPD_2008,Annual_EmpPPD_2008,Num_RecyclingProg_2009,Target_ResPPD_2009,Annual_ResPPD_2009,Target_EmpPPD_2009,Annual_EmpPPD_2009,Num_RecyclingProg_2010,Target_ResPPD_2010,Annual_ResPPD_2010,Target_EmpPPD_2010,Annual_EmpPPD_2010,Num_RecyclingProg_2011,Target_ResPPD_2011,Annual_ResPPD_2011,Target_EmpPPD_2011,Annual_EmpPPD_2011,Num_RecyclingProg_2012,Target_ResPPD_2012,Annual_ResPPD_2012,Target_EmpPPD_2012,Annual_EmpPPD_2012,Num_RecyclingProg_2013,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Population,Male,Female,MedianAgeYears,MaleMedianAgeYears,FemaleMedianAgeYears,AverageHouseholdSize,AverageFamilySize,PersonsUnder5Years,PersonsUnder18Years,PersonsAge21Plus,PersonsAge55Plus,PersonsAge60Plus,PersonsAge65Plus,PercentPopulationFemale,PercentPopulationLessThan18,PopulationR,TotalPopulationOfOneRace,White,BlackOrAfricanAmerican,AmericanIndianAndAlaskaNative,TotalAsian,AsianIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,OtherAsian,TotalNHOPI,NativeHawaiian,GuamanianOrChamorro,Samoan,OtherPacificIslander,SomeOtherRace,TotalPopulationInHouseholds,Householder,Spouse,Children,ChildrenOwnChildUnder18y,OtherRelatives,OtherRelativesUnder18y,NonRelatives,NonRelativesUnmarriedPartner,TotalHH,HH_wchildren,HH_couple,Couple_wchildren,HH_malehead,HH_malehead_wchildren,HH_femalehead,HH_femalehead_wchildren,Nonfamily_HH,HH_livingalone,HH_seniorover65,Percent_single_parent,Total_housing_units,Occupied_units,Vacant_units,For_rent_units,Rented_not_occupied_units,For_sale_units,Sold_not_occupied_units,Seasonal_units,All_other_vacans,VancancyRate,HomeownerVacancyRate,RentalVacancyRate
93,96,Solano,Dixon,40,9.9,5.7,22.1,13.7,41,9.9,4.5,22.1,11.2,41,9.9,4.3,22.1,12.4,41,9.9,3.9,22.1,14.0,41,9.9,3.7,22.1,13.1,41,9.9,3.8,22.1,13.8,41,9.9,4.1,22.1,13.7,18351.0,9072.0,9279.0,33.3,31.9,34.4,3.13353825137,3.47,1322.0,5349.0,12173.0,3442.0,2410.0,1552.0,0.505640019617,0.291482752983,18351.0,17336.0,13023.0,562.0,184.0,671.0,82.0,109.0,295.0,57.0,28.0,34.0,66.0,58.0,11.0,16.0,16.0,15.0,2838.0,18350.0,5856.0,3550.0,6623.0,4763.0,1402.0,503.0,919.0,353.0,4679.0,2506.0,3550.0,1831.0,339.0,195.0,790.0,480.0,1177.0,867.0,301.0,0.269353551476,6172.0,5856.0,316.0,107.0,11.0,78.0,16.0,10.0,94.0,0.051198963059,0.02,0.052000000000000005
94,97,Los Angeles,Downey,30,6.2,6.2,22.0,19.7,30,6.2,5.4,22.0,17.0,30,6.2,4.4,22.0,14.5,30,6.2,4.1,22.0,14.4,30,6.2,3.7,22.0,12.1,30,6.2,4.2,22.0,13.5,35,6.2,3.4,22.0,10.6,111772.0,54174.0,57598.0,33.3,31.9,34.7,3.2734853842500002,3.68,7814.0,29972.0,76358.0,22164.0,16346.0,11579.0,0.5153168951079999,0.268153025803,111772.0,107226.0,63255.0,4329.0,820.0,7804.0,657.0,586.0,2470.0,322.0,2508.0,367.0,894.0,221.0,46.0,33.0,83.0,59.0,30797.0,111089.0,33936.0,17405.0,39678.0,25021.0,13787.0,4417.0,6283.0,2582.0,26490.0,13583.0,17405.0,9022.0,2796.0,1326.0,6289.0,3235.0,7446.0,5721.0,2211.0,0.335787381285,35601.0,33936.0,1665.0,871.0,30.0,248.0,67.0,76.0,373.0,0.046768349203699995,0.013999999999999999,0.049
95,98,Alameda,Dublin,41,5.9,4.6,14.7,11.6,41,5.9,4.0,14.7,10.8,41,5.9,3.2,14.7,9.4,41,5.9,3.0,14.7,8.9,41,5.9,3.2,14.7,9.0,41,5.9,2.9,14.7,7.4,41,5.9,3.1,14.7,8.3,46036.0,23983.0,22053.0,35.3,34.7,35.9,2.6997921276700003,3.19,3404.0,10297.0,34213.0,7636.0,5209.0,3357.0,0.479038144061,0.223672777826,46036.0,43293.0,23634.0,4347.0,246.0,12321.0,3116.0,3633.0,2562.0,376.0,940.0,720.0,974.0,287.0,84.0,66.0,53.0,84.0,2458.0,40262.0,14913.0,8615.0,12350.0,9685.0,2305.0,495.0,2079.0,917.0,10613.0,5589.0,8615.0,4578.0,615.0,314.0,1383.0,697.0,4300.0,3201.0,578.0,0.180891035963,15782.0,14913.0,869.0,292.0,29.0,243.0,40.0,92.0,173.0,0.0550627296921,0.025,0.05
96,99,San Mateo,East Palo Alto,41,8.5,2.7,119.4,33.2,41,8.5,2.6,119.4,32.5,41,8.5,2.6,119.4,33.7,41,8.5,3.0,119.4,27.5,41,8.5,2.1,119.4,16.7,41,8.5,2.4,119.4,18.3,41,8.5,2.4,119.4,18.9,28155.0,14268.0,13887.0,28.1,27.8,28.4,4.034726224780001,4.38,2616.0,8976.0,17784.0,3666.0,2537.0,1675.0,0.493233883857,0.31880660628699997,28155.0,26797.0,8104.0,4704.0,120.0,1057.0,240.0,323.0,247.0,66.0,62.0,78.0,41.0,2118.0,18.0,1.0,344.0,1755.0,10694.0,28001.0,6940.0,3144.0,9711.0,6651.0,5014.0,1851.0,3192.0,588.0,5279.0,3144.0,3144.0,2001.0,625.0,316.0,1510.0,827.0,1661.0,1196.0,316.0,0.36354961832099997,7819.0,6940.0,879.0,609.0,6.0,65.0,27.0,7.0,165.0,0.11241846783500001,0.021,0.133
97,100,San Diego,El Cajon,40,7.4,6.2,18.8,14.5,40,7.4,5.9,18.8,13.8,40,7.4,5.1,18.8,12.6,40,7.4,5.2,18.8,14.6,40,7.4,5.0,18.8,13.3,40,7.4,4.8,18.8,13.3,40,7.4,4.9,18.8,13.5,99478.0,48632.0,50846.0,33.7,32.5,34.8,2.8416241870300003,3.37,7596.0,25571.0,69166.0,20976.0,15459.0,10930.0,0.511128088623,0.257051810451,99478.0,92646.0,68897.0,6306.0,835.0,3561.0,119.0,453.0,1740.0,193.0,88.0,412.0,556.0,495.0,72.0,230.0,120.0,73.0,12552.0,96996.0,34134.0,15607.0,32018.0,22362.0,8332.0,2633.0,6905.0,2535.0,23624.0,12009.0,15607.0,7878.0,2341.0,1037.0,5676.0,3094.0,10510.0,7882.0,2684.0,0.343992005996,35850.0,34134.0,1716.0,1016.0,43.0,276.0,49.0,57.0,275.0,0.0478661087866,0.019,0.048
98,101,El Dorado,El Dorado Hills,43,5.3,4.1,23.2,18.0,43,5.3,4.4,23.2,19.5,43,5.3,3.8,23.2,17.9,43,5.3,3.7,23.2,21.0,43,5.3,3.3,23.2,18.1,44,5.3,3.3,23.2,17.5,44,5.3,3.4,23.2,17.6,42108.0,20789.0,21319.0,40.6,40.3,40.8,2.9295657015599996,3.2,2406.0,12430.0,28329.0,9703.0,6852.0,4480.0,0.506293340933,0.295193312435,42108.0,40215.0,35089.0,615.0,196.0,3563.0,787.0,741.0,838.0,207.0,387.0,291.0,312.0,71.0,23.0,20.0,4.0,24.0,681.0,42092.0,14368.0,10503.0,14722.0,11930.0,1323.0,366.0,1176.0,549.0,12063.0,6271.0,10503.0,5326.0,490.0,305.0,1070.0,640.0,2305.0,1798.0,670.0,0.150693669271,14994.0,14368.0,626.0,94.0,10.0,212.0,60.0,118.0,132.0,0.0417500333467,0.017,0.040999999999999995
99,102,Los Angeles,El Monte,35,6.8,6.0,29.5,25.3,35,6.8,5.1,29.5,21.2,35,6.8,4.4,29.5,19.8,35,6.8,5.1,29.5,23.8,35,6.8,4.3,29.5,19.6,36,6.8,4.4,29.5,19.7,36,6.8,4.2,29.5,19.2,113475.0,57003.0,56472.0,31.6,30.6,32.8,4.0409506004199995,4.23,8993.0,32234.0,75646.0,21049.0,15132.0,10597.0,0.497660277594,0.28406256884799996,113475.0,109850.0,44058.0,870.0,1083.0,28503.0,184.0,15447.0,1384.0,210.0,199.0,8433.0,2646.0,131.0,39.0,21.0,37.0,34.0,35205.0,112395.0,27814.0,15087.0,39221.0,24485.0,21009.0,6625.0,9264.0,2222.0,23347.0,11955.0,15087.0,8172.0,2962.0,1201.0,5298.0,2582.0,4467.0,3130.0,1539.0,0.31643663739,29069.0,27814.0,1255.0,770.0,30.0,164.0,36.0,44.0,211.0,0.0431731397709,0.013999999999999999,0.046
100,103,Los Angeles,El Segundo,32,44.2,17.2,15.1,4.8,32,44.2,17.1,15.1,4.7,32,44.2,13.8,15.1,4.0,32,44.2,14.6,15.1,4.3,32,44.2,26.1,15.1,7.4,31,44.2,16.3,15.1,4.5,31,44.2,16.5,15.1,4.8,16654.0,8304.0,8350.0,39.2,38.4,39.8,2.33987297107,3.02,831.0,3719.0,12444.0,3557.0,2509.0,1678.0,0.501381049598,0.22330971538400002,16654.0,15697.0,12997.0,337.0,68.0,1458.0,275.0,304.0,255.0,229.0,96.0,53.0,246.0,38.0,21.0,5.0,4.0,8.0,799.0,16578.0,7085.0,3050.0,4621.0,3481.0,613.0,164.0,1209.0,408.0,4105.0,2079.0,3050.0,1496.0,326.0,171.0,729.0,412.0,2980.0,2254.0,570.0,0.280423280423,7410.0,7085.0,325.0,174.0,14.0,13.0,17.0,53.0,54.0,0.04385964912280001,0.004,0.040999999999999995
101,104,Sacramento,Elk Grove,41,5.9,4.1,27.5,20.2,41,5.9,3.5,27.5,17.8,41,5.9,2.6,27.5,14.1,41,5.9,3.0,27.5,18.9,41,5.9,2.9,27.5,17.2,42,5.9,2.5,27.5,14.2,42,5.9,2.6,27.5,15.2,153015.0,74095.0,78920.0,34.3,32.7,35.6,3.1787092870399998,3.54,11060.0,46128.0,100543.0,27758.0,19286.0,12744.0,0.515766428128,0.301460641114,153015.0,140914.0,70478.0,17172.0,965.0,40261.0,4968.0,8975.0,11769.0,1346.0,658.0,7024.0,5521.0,1807.0,77.0,171.0,99.0,1460.0,10231.0,152346.0,47927.0,29339.0,55068.0,41292.0,13472.0,4027.0,6540.0,2773.0,38586.0,21700.0,29339.0,16423.0,2700.0,1443.0,6547.0,3834.0,9341.0,7252.0,2165.0,0.243179723502,50634.0,47927.0,2707.0,722.0,45.0,894.0,143.0,181.0,722.0,0.053462100564800004,0.024,0.055999999999999994
102,105,Alameda,Emeryville,40,16.2,12.1,6.7,5.2,40,16.2,8.5,6.7,3.9,40,16.2,9.8,6.7,4.6,40,16.2,7.4,6.7,3.8,40,16.2,11.3,6.7,6.0,41,16.2,9.7,6.7,4.9,41,16.2,9.6,6.7,4.7,10080.0,4983.0,5097.0,35,34.8,35.2,1.7574639971900001,2.61,424.0,1031.0,8771.0,2044.0,1504.0,1006.0,0.505654761905,0.10228174603199999,10080.0,9437.0,4490.0,1764.0,44.0,2775.0,424.0,967.0,399.0,159.0,415.0,120.0,291.0,16.0,6.0,4.0,1.0,5.0,348.0,10007.0,5694.0,1240.0,1240.0,908.0,470.0,97.0,1363.0,600.0,1835.0,615.0,1240.0,355.0,160.0,56.0,435.0,204.0,3859.0,2871.0,530.0,0.422764227642,6646.0,5694.0,952.0,421.0,26.0,207.0,17.0,89.0,192.0,0.143244056575,0.09300000000000001,0.102
103,106,San Diego,Encinitas,44,7.5,6.4,17.9,15.7,44,7.5,5.9,17.9,14.2,44,7.5,5.5,17.9,14.1,44,7.5,6.0,17.9,16.5,45,7.5,6.1,17.9,15.3,45,7.5,5.6,17.9,13.8,45,7.5,6.0,17.9,15.6,59518.0,29436.0,30082.0,41.5,40.3,42.9,2.44954737979,2.98,3208.0,12285.0,45681.0,16837.0,11808.0,7643.0,0.505426929668,0.206408145435,59518.0,57482.0,51067.0,361.0,301.0,2323.0,351.0,600.0,353.0,447.0,218.0,136.0,218.0,91.0,39.0,21.0,2.0,29.0,3339.0,58990.0,24082.0,12113.0,15238.0,11469.0,2440.0,640.0,5117.0,1528.0,15044.0,6612.0,12113.0,5172.0,981.0,466.0,1950.0,974.0,9038.0,6303.0,2118.0,0.21778584391999997,25740.0,24082.0,1658.0,498.0,28.0,161.0,49.0,661.0,261.0,0.06441336441340001,0.01,0.053
104,107,Fresno,Escalon,29,11.8,5.6,40.4,18.1,29,11.8,4.6,40.4,14.5,29,11.8,4.8,40.4,16.7,30,11.8,4.7,40.4,23.2,30,11.8,5.7,40.4,25.4,35,11.8,5.2,40.4,22.1,35,11.8,5.0,40.4,19.3,7132.0,3494.0,3638.0,36,34.5,37.8,2.87439418417,3.28,480.0,1933.0,4892.0,1686.0,1229.0,890.0,0.510095344924,0.271031968592,7132.0,6874.0,5823.0,30.0,80.0,96.0,23.0,14.0,21.0,7.0,5.0,0.0,26.0,22.0,6.0,4.0,4.0,8.0,823.0,7117.0,2476.0,1484.0,2450.0,1729.0,432.0,182.0,275.0,143.0,1918.0,885.0,1484.0,660.0,143.0,76.0,291.0,149.0,558.0,469.0,241.0,0.254237288136,2610.0,2476.0,134.0,43.0,2.0,47.0,5.0,11.0,26.0,0.051340996168599995,0.025,0.059000000000000004
105,108,San Diego,Escondido,40,5.9,5.2,16.5,14.3,40,5.9,5.3,16.5,14.9,40,5.9,5.3,16.5,16.5,40,5.9,5.6,16.5,19.5,40,5.9,5.5,16.5,17.7,40,5.9,5.4,16.5,17.5,40,5.9,5.5,16.5,17.8,143911.0,71296.0,72615.0,32.5,31.4,33.7,3.1174039222600003,3.57,11638.0,39778.0,97668.0,28828.0,21103.0,15084.0,0.50458269347,0.27640694596,143911.0,137530.0,86876.0,3585.0,1472.0,8740.0,479.0,746.0,3807.0,381.0,382.0,1755.0,1190.0,350.0,91.0,112.0,95.0,52.0,36507.0,141792.0,45484.0,23535.0,45646.0,32876.0,15088.0,5452.0,12039.0,3464.0,32732.0,16819.0,23535.0,11812.0,3115.0,1647.0,6082.0,3360.0,12752.0,9528.0,4235.0,0.297699030858,48044.0,45484.0,2560.0,1392.0,51.0,525.0,86.0,118.0,388.0,0.0532844892182,0.022000000000000002,0.06
106,109,Humboldt,Eureka,38,6.5,7.7,9.5,10.7,39,6.5,6.8,9.5,9.4,40,6.5,6.4,9.5,9.1,40,6.5,5.9,9.5,10.0,40,6.5,5.7,9.5,9.1,40,6.5,5.7,9.5,9.5,40,6.5,5.8,9.5,9.5,27191.0,13989.0,13202.0,36.2,35.4,37.5,2.2697757847499997,2.93,1648.0,5431.0,20563.0,6822.0,4882.0,3215.0,0.48552829980499995,0.19973520650199997,27191.0,25600.0,21565.0,514.0,1011.0,1153.0,68.0,113.0,84.0,68.0,47.0,51.0,722.0,176.0,34.0,4.0,27.0,111.0,1181.0,25308.0,11150.0,3554.0,5994.0,4488.0,1488.0,565.0,3122.0,1307.0,5713.0,2519.0,3554.0,1288.0,710.0,401.0,1449.0,830.0,5437.0,3971.0,1183.0,0.48868598650300005,11891.0,11150.0,741.0,246.0,34.0,97.0,29.0,102.0,233.0,0.06231603733919999,0.02,0.037000000000000005
107,110,Solano,Fairfield,45,8.5,5.9,22.7,15.8,45,8.5,5.4,22.7,15.2,45,8.5,5.1,22.7,15.6,44,8.5,4.8,22.7,15.4,45,8.5,4.4,22.7,13.4,46,8.5,4.4,22.7,13.5,47,8.5,4.1,22.7,12.6,105321.0,51851.0,53470.0,33.7,32.2,35.2,2.98202064726,3.42,7789.0,28499.0,71888.0,21459.0,15411.0,10775.0,0.507686026528,0.270591809801,105321.0,96012.0,48407.0,16586.0,869.0,15700.0,1846.0,1125.0,9590.0,616.0,446.0,632.0,1445.0,1149.0,119.0,539.0,194.0,297.0,13301.0,102832.0,34484.0,18461.0,34205.0,24345.0,9845.0,3491.0,5837.0,2289.0,25843.0,12948.0,18461.0,8993.0,2179.0,1095.0,5203.0,2860.0,8641.0,6802.0,2500.0,0.305452579549,37184.0,34484.0,2700.0,1048.0,37.0,545.0,79.0,62.0,929.0,0.0726118760757,0.025,0.071
108,111,Humboldt,Ferndale,35,3.4,4.2,13.4,14.4,35,3.4,3.5,13.4,11.9,35,3.4,4.0,13.4,12.9,35,3.4,3.1,13.4,10.0,35,3.4,4.1,13.4,12.8,35,3.4,4.5,13.4,15.4,36,3.4,4.0,13.4,11.9,1371.0,648.0,723.0,47.2,44.8,49.4,2.2438625204599996,2.84,62.0,283.0,1053.0,528.0,420.0,308.0,0.5273522975930001,0.206418672502,1371.0,1343.0,1281.0,1.0,22.0,20.0,0.0,4.0,6.0,2.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,17.0,1371.0,611.0,294.0,355.0,269.0,41.0,10.0,70.0,44.0,376.0,141.0,294.0,97.0,27.0,18.0,55.0,26.0,235.0,194.0,91.0,0.31205673758900004,717.0,611.0,106.0,7.0,1.0,7.0,3.0,25.0,63.0,0.147838214784,0.018000000000000002,0.03
109,112,Ventura,Fillmore,41,4.0,4.1,37.3,30.5,41,4.9,3.6,37.3,25.1,41,4.9,3.6,37.3,24.2,41,4.9,4.2,37.3,31.4,41,4.9,3.9,37.3,25.6,41,4.9,3.9,37.3,26.4,41,4.9,3.7,37.3,22.2,15002.0,7494.0,7508.0,31.9,30.9,33.0,3.5697786333,3.92,1269.0,4534.0,9723.0,2906.0,2157.0,1551.0,0.500466604453,0.302226369817,15002.0,14207.0,8581.0,75.0,180.0,155.0,22.0,21.0,49.0,20.0,14.0,6.0,23.0,12.0,5.0,0.0,0.0,7.0,5204.0,14836.0,4156.0,2483.0,5508.0,3640.0,1841.0,793.0,848.0,293.0,3364.0,1748.0,2483.0,1292.0,312.0,177.0,569.0,279.0,792.0,642.0,299.0,0.260869565217,4408.0,4156.0,252.0,71.0,11.0,84.0,11.0,13.0,62.0,0.057168784029000004,0.03,0.045
110,113,Fresno,Firebaugh,36,5.1,5.4,37.3,37.5,36,5.1,4.4,37.3,29.8,36,5.1,3.7,37.3,25.7,36,5.1,3.9,37.3,27.4,36,5.1,4.3,37.3,23.9,37,5.1,4.4,37.3,23.3,37,5.1,3.7,37.3,15.1,7549.0,3890.0,3659.0,26.4,25.5,27.4,3.925,4.17,733.0,2716.0,4411.0,1055.0,730.0,492.0,0.48469996026,0.35978275268200005,7549.0,7312.0,4715.0,70.0,116.0,40.0,22.0,9.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2371.0,7536.0,1920.0,1179.0,3262.0,2328.0,880.0,368.0,295.0,151.0,1678.0,1067.0,1179.0,759.0,182.0,102.0,317.0,206.0,242.0,197.0,95.0,0.288659793814,2096.0,1920.0,176.0,34.0,0.0,16.0,4.0,4.0,118.0,0.0839694656489,0.016,0.036000000000000004
111,114,Sacramento,Folsom,44,7.0,5.0,13.1,9.3,45,7.0,4.5,13.1,8.5,45,7.0,3.8,13.1,7.8,46,7.0,3.9,13.1,8.3,45,7.0,3.7,13.1,7.8,46,7.0,3.6,13.1,7.2,47,7.0,3.6,13.1,7.2,72203.0,38481.0,33722.0,37.6,36.8,38.9,2.6148450963900003,3.13,4431.0,17570.0,52464.0,14295.0,10136.0,6909.0,0.467044305638,0.243341689403,72203.0,69185.0,53627.0,4140.0,427.0,9000.0,3801.0,1624.0,1128.0,347.0,734.0,463.0,903.0,173.0,37.0,32.0,3.0,101.0,1818.0,65243.0,24951.0,14399.0,20797.0,16827.0,2242.0,584.0,2854.0,1287.0,17600.0,9371.0,14399.0,7499.0,1006.0,626.0,2195.0,1246.0,7351.0,5788.0,1930.0,0.19976523316599998,26109.0,24951.0,1158.0,415.0,28.0,337.0,71.0,128.0,179.0,0.0443525221188,0.019,0.052000000000000005
112,115,San Bernardino,Fontana,37,6.0,5.9,22.5,22.9,37,6.0,5.2,22.5,20.6,42,6.0,3.9,22.5,16.4,41,6.0,3.6,22.5,17.3,42,6.0,3.6,22.5,15.7,42,6.0,3.5,22.5,15.5,42,6.0,3.8,22.5,16.5,196069.0,97410.0,98659.0,28.7,27.7,29.7,3.98291799006,4.18,16823.0,64521.0,120628.0,25981.0,17260.0,11084.0,0.503185103203,0.329072928408,196069.0,186453.0,92978.0,19574.0,1957.0,12948.0,1294.0,1479.0,6047.0,270.0,1022.0,1095.0,1741.0,547.0,77.0,50.0,195.0,225.0,58449.0,195625.0,49116.0,30245.0,75976.0,51608.0,28687.0,11274.0,11601.0,3764.0,42444.0,25228.0,30245.0,18568.0,4125.0,2103.0,8074.0,4557.0,6672.0,4801.0,1633.0,0.263992389409,51857.0,49116.0,2741.0,978.0,48.0,925.0,131.0,80.0,579.0,0.0528568949226,0.026000000000000002,0.06
113,116,Mendocino,Fort Bragg,29,5.7,4.9,10.3,8.4,28,5.7,4.6,10.3,8.0,28,5.7,4.4,10.3,8.3,28,5.7,3.9,10.3,8.5,32,5.7,3.8,10.3,7.6,34,5.7,3.5,10.3,6.9,33,5.7,4.8,10.3,9.3,7273.0,3559.0,3714.0,37.4,35.9,39.2,2.44987775061,3.19,535.0,1793.0,5233.0,1967.0,1451.0,993.0,0.510655850406,0.24652825519000002,7273.0,6937.0,5439.0,51.0,160.0,108.0,6.0,26.0,23.0,12.0,9.0,6.0,26.0,14.0,6.0,5.0,2.0,1.0,1165.0,7014.0,2863.0,1072.0,1982.0,1558.0,476.0,174.0,621.0,270.0,1609.0,842.0,1072.0,503.0,164.0,95.0,373.0,244.0,1254.0,1012.0,408.0,0.402612826603,3196.0,2863.0,333.0,87.0,6.0,30.0,5.0,127.0,78.0,0.10419274092599999,0.025,0.048
114,117,Humboldt,Fortuna,46,3.1,4.3,11.6,15.4,46,3.1,4.0,11.6,14.0,46,4.3,3.9,15.5,14.1,43,4.3,3.9,15.5,16.0,43,4.3,3.8,15.5,14.4,43,4.3,3.6,15.5,13.7,44,4.3,3.5,15.5,12.9,11926.0,5750.0,6176.0,38.1,35.6,40.7,2.48826791809,3.06,852.0,2937.0,8482.0,3536.0,2752.0,2066.0,0.517860137515,0.24626865671599998,11926.0,11383.0,9686.0,73.0,444.0,106.0,4.0,28.0,29.0,13.0,8.0,4.0,20.0,9.0,5.0,0.0,4.0,0.0,1065.0,11665.0,4688.0,2135.0,3390.0,2602.0,647.0,269.0,805.0,401.0,2993.0,1360.0,2135.0,853.0,279.0,177.0,579.0,330.0,1695.0,1368.0,683.0,0.37279411764700005,4991.0,4688.0,303.0,129.0,9.0,48.0,10.0,35.0,72.0,0.0607092766981,0.017,0.062
115,118,San Mateo,Foster City,42,3.7,3.9,7.1,6.7,42,3.7,3.6,7.1,6.0,42,3.7,3.3,7.1,5.6,43,3.7,3.0,7.1,5.6,43,3.7,2.7,7.1,4.5,43,3.7,2.5,7.1,4.1,43,3.7,2.6,7.1,4.1,30567.0,14769.0,15798.0,39.3,38.3,40.2,2.53478695073,3.04,2083.0,6913.0,23081.0,7866.0,6016.0,4104.0,0.516831877515,0.226158929565,30567.0,29027.0,13912.0,576.0,29.0,13746.0,3461.0,6467.0,1322.0,1222.0,481.0,164.0,629.0,189.0,21.0,21.0,13.0,134.0,575.0,30458.0,12016.0,7127.0,8515.0,6621.0,1505.0,242.0,1295.0,606.0,8406.0,4087.0,7127.0,3497.0,316.0,127.0,963.0,463.0,3610.0,2807.0,860.0,0.144360166381,12458.0,12016.0,442.0,185.0,20.0,54.0,18.0,90.0,75.0,0.0354792101461,0.008,0.035
116,119,Orange,Fountain Valley,42,6.9,5.2,12.9,9.5,42,6.9,4.3,12.9,7.9,42,6.9,4.1,12.9,8.2,42,6.9,3.7,12.9,8.0,42,6.9,3.4,12.9,6.9,42,6.9,4.2,12.9,8.6,42,6.9,4.8,12.9,9.9,55313.0,26935.0,28378.0,42.6,41.2,43.9,2.94272844273,3.34,2557.0,11643.0,41498.0,17029.0,13289.0,9716.0,0.513043949885,0.21049301249299998,55313.0,52998.0,31225.0,510.0,229.0,18418.0,544.0,2367.0,838.0,1312.0,894.0,11431.0,1032.0,171.0,38.0,27.0,73.0,33.0,2445.0,54876.0,18648.0,11142.0,16592.0,10141.0,5497.0,1324.0,2997.0,754.0,14214.0,5616.0,11142.0,4542.0,970.0,324.0,2102.0,750.0,4434.0,3451.0,1772.0,0.191239316239,19164.0,18648.0,516.0,206.0,18.0,107.0,31.0,40.0,114.0,0.0269254852849,0.008,0.038
117,120,Fresno,Fowler,32,19.0,9.2,50.0,23.8,32,19.0,6.1,50.0,15.4,32,19.0,4.0,50.0,10.3,33,19.0,5.1,50.0,13.7,33,19.0,4.3,50.0,11.1,33,19.0,4.1,50.0,10.2,33,19.0,4.7,50.0,12.9,5570.0,2778.0,2792.0,31.6,30.7,32.6,3.2054556007,3.68,443.0,1662.0,3622.0,1035.0,769.0,556.0,0.501256732496,0.29838420107700003,5570.0,5292.0,2634.0,104.0,136.0,610.0,419.0,23.0,24.0,103.0,2.0,1.0,38.0,8.0,1.0,0.0,0.0,7.0,1800.0,5523.0,1723.0,932.0,2081.0,1423.0,545.0,207.0,242.0,128.0,1328.0,728.0,932.0,505.0,120.0,63.0,276.0,160.0,395.0,333.0,118.0,0.30631868131900003,1842.0,1723.0,119.0,34.0,0.0,30.0,3.0,5.0,47.0,0.0646036916395,0.026000000000000002,0.052000000000000005
118,121,Alameda,Fremont,38,6.6,4.8,16.1,10.9,38,6.6,4.2,16.1,9.7,42,6.6,3.8,16.1,9.5,43,6.6,3.1,16.1,8.3,43,6.6,3.6,16.1,9.5,43,6.6,3.6,16.1,9.2,43,6.6,3.6,16.1,8.9,214089.0,106441.0,107648.0,36.8,36.3,37.3,2.9919159483999995,3.36,15261.0,53216.0,154204.0,44591.0,31817.0,21809.0,0.502818921103,0.248569520153,214089.0,201505.0,70320.0,7103.0,976.0,108332.0,38711.0,38118.0,14285.0,1716.0,3059.0,5249.0,7194.0,1169.0,195.0,238.0,166.0,570.0,13605.0,212438.0,71004.0,45121.0,66677.0,48567.0,19463.0,4004.0,10173.0,3223.0,55573.0,28873.0,45121.0,24388.0,3382.0,1268.0,7070.0,3217.0,15431.0,11576.0,3697.0,0.155335434489,73989.0,71004.0,2985.0,1250.0,73.0,587.0,195.0,233.0,647.0,0.0403438348944,0.013000000000000001,0.045
119,122,Fresno,Fresno,43,6.6,6.5,15.5,15.2,43,6.6,3.4,15.5,8.0,43,6.6,3.4,15.5,8.5,43,6.6,3.7,15.5,10.3,43,6.6,3.8,15.5,9.9,43,6.6,3.6,15.5,9.3,43,6.6,4.1,15.5,10.6,494665.0,243124.0,251541.0,29.3,28.4,30.3,3.06789433467,3.62,43911.0,148823.0,318187.0,90613.0,66030.0,46101.0,0.508507777991,0.30085613495999997,494665.0,470152.0,245306.0,40960.0,8525.0,62528.0,8814.0,3747.0,6359.0,2401.0,1106.0,2093.0,38008.0,849.0,164.0,152.0,234.0,299.0,111984.0,485798.0,158349.0,69284.0,172155.0,125842.0,50667.0,19564.0,35343.0,14231.0,111529.0,60109.0,69284.0,35525.0,11698.0,6160.0,30547.0,18424.0,46820.0,35064.0,12344.0,0.408990334226,171288.0,158349.0,12939.0,6638.0,259.0,2071.0,419.0,449.0,3103.0,0.0755394423427,0.026000000000000002,0.076
